TID	Name	RA	Dec
8345	V* GX Dra                          	270.7763909	50.69675982
8346	HD 234535                          	270.1223242	51.00244472
8347	HD 234537                          	270.2630775	51.26587009
8348	ROTSE1 J180602.51+531852.4         	271.5105206	53.31450191
8349	ROTSE1 J181227.03+531525.9         	273.1127382	53.25710705
8350	ROTSE1 J181040.06+505350.9         	272.66642	50.89753875
8351	ROTSE1 J180711.26+531539.5         	271.7956806	53.26239329
8352	V* LO Dra                          	270.6168937	50.77414075
8353	StM 426                            	273.3592708	51.63641582
8354	V* GZ Dra                          	273.1706109	54.76856132
8355	TYC 3907-1796-1                    	273.1198647	54.78136713
8356	ROTSE1 J180440.25+540103.3         	271.1678405	54.01811135
8357	HD 238805                          	270.9830325	58.3367236
8358	V* SX Dra                          	271.1411729	58.39841803
8359	V* GY Dra                          	272.7191234	57.2584604
8360	IRAS 18126+5754                    	273.3679709	57.92611047
8361	IRAS 18132+5641                    	273.5244782	56.70577017
8362	TYC 3916-1907-1                    	274.0483841	58.92832989
8363	IRAS 18031+6009                    	270.9552481	60.17098507
8364	V* V394 Dra                        	270.4684287	60.11202843
8365	IRAS 18203+6210                    	275.2105033	62.19511707
8366	V* IY Dra                          	275.8246364	64.34356628
8367	PN K 1-16                          	275.4671174	64.36483717
8368	V* V395 Dra                        	270.6644925	62.7189811
8369	V* IX Dra                          	273.1311285	67.0793955
8370	SN 1989P                           	275.50754	66.60339
8371	V* W Dra                           	271.394308	65.95599768
8372	IRAS 18078+6518                    	271.9908258	65.32721585
8373	IRAS 18234+6610                    	275.8723651	66.20710426
8374	NSV 10221                          	271.1417	65.9783
8375	V* V397 Dra                        	271.5799087	65.69356754
8376	V* LP Dra                          	272.4812452	69.68049742
8377	V* AP Dra                          	275.5037285	69.83615023
8378	V* EF Dra                          	271.3766933	69.7543173
8379	IRAS 18264+6819                    	276.5659866	68.35889835
8380	SN 1991bl                          	273.0729	68.9856
8381	HD 169508                          	274.91906	67.4350653
8382	EQ 1807+6949                       	271.7542	69.8267
8383	SV* BV 233                         	276.45	68.945
8384	V* EX Dra                          	271.0593695	67.90340883
8385	3C 371                             	271.7111682	69.82447449
8386	V* V400 Dra                        	274.2409707	69.44605512
8387	BD+72 823                          	271.3797537	72.07427912
8388	* phi Dra                          	275.189301	71.33781941
8389	* chi Dra                          	275.264094	72.73284772
8390	V* RS Dra                          	279.3894457	74.3285087
8391	V* BD Dra                          	274.4673724	77.29706432
8392	V* BC Dra                          	273.5794529	76.68566089
8393	IRAS 18079+7609                    	271.5121343	76.16544588
8394	V* HV Dra                          	289.9082234	81.79606708
8395	IRAS 19436+8308                    	294.4005898	83.25949865
8396	RAFGL 2171                         	275.396605	82.64417683
8397	UCAC4 873-007253                   	298.696812	84.49154441
8398	HD 174878                          	273.8693722	86.65774648
8399	IRAS F19191+8658                   	285.2665984	87.06236472
8400	V* TY Cep                          	325.396062	86.636475
8401	HD 189275                          	276.9947336	88.74600865
8402	V* X UMi                           	304.9813637	88.27435807
8403	HD 190250                          	272.8292627	88.99023618
8404	V* ST UMi                          	286.8665619	88.77042797
8405	V* SU UMi                          	331.3698143	88.84682238
8406	HD 181203                          	278.7378896	87.29199137
8407	HD 215743                          	338.0736725	87.28453468
8408	* alf UMi B                        	37.65031999	89.2608901
8409	HD 11696                           	38.63605397	88.47102633
8410	* alf UMi                          	37.95456067	89.26410897
8411	V* V406 Cep                        	59.21109503	84.81933973
8412	BD+84 96                           	80.52603923	84.32161771
8413	HD 32441                           	81.8587118	84.86293104
8414	V* AV Cep                          	88.61004834	86.02241347
8415	IRAS 04084+8438                    	65.45273411	84.7708007
8416	FBS 0420+865                       	70.21706339	86.64888273
8417	SN 2003ij                          	88.92158	85.90603
8418	SN 2005ax                          	75.65496	86.22247
8419	V* V409 Cep                        	69.25984252	82.69022659
8420	BD+82 118                          	69.71261279	82.48637393
8421	HD 26356                           	67.05529883	83.80778967
8422	HD 31082                           	77.27280492	82.51415232
8423	HS 0455+8315                       	76.70117179	83.32312611
8424	V* XY Cam                          	75.03278405	79.73150106
8425	IRAS 04463+8052                    	73.89352123	80.95907012
8426	HD 31148                           	76.58316581	80.62625479
8427	HD 34506                           	82.98421707	81.05679762
8428	V* DY Cam                          	85.26551143	78.97839645
8429	V* YY Cam                          	87.12060489	80.0568436
8430	IRAS 05160+7918                    	81.10668465	79.35823078
8431	V* RS Cep                          	76.51335302	80.24785594
8432	V* V390 Cam                        	82.34773625	78.96144401
8433	V* V415 Cam                        	89.40910941	80.63842861
8434	V* CL Cam                          	79.62955944	75.94703598
8435	V* XZ Cam                          	79.30280952	75.83482068
8436	V* EF Cam                          	87.35377437	78.05655418
8437	IRAS 05202+7729                    	81.94650154	77.53323614
8438	V* V385 Cam                        	79.94618048	77.603788
8439	HD 34450                           	81.24756768	73.70719636
8440	HD 36384                           	84.93211178	75.04387482
8441	HD 36971                           	85.75306015	73.9857967
8442	IRAS 05233+7528                    	82.54237818	75.51312816
8443	IRAS 05404+7546                    	86.83729749	75.79054892
8444	V* V409 Cam                        	86.6829358	75.3490331
8445	V* RR Cam                          	83.86319982	72.46599995
8446	IRAS 05286+7105                    	83.6263537	71.12260446
8447	IRAS 05342+7120                    	85.03695884	71.37618782
8448	FBS 0529+708                       	83.86019614	70.89873696
8449	V* LS Cam                          	89.34996739	72.69789668
8450	V* V394 Cam                        	83.70948449	72.44581347
8451	V* V396 Cam                        	84.17248018	72.32974234
8452	V* V416 Cam                        	89.76571819	71.04322868
8453	V* KN Cam                          	84.37149191	67.42584163
8454	V* DZ Cam                          	84.58594733	69.3993967
8455	V* S Cam                           	85.26038808	68.79862068
8456	IRC +70066                         	86.68468782	69.97344667
8457	V* KP Cam                          	87.26478476	69.15229324
8458	SN 1996by                          	89.60292	68.45294
8459	SN 1998eb                          	85.55008	69.37397
8460	V* AU Cam                          	86.48324511	68.90031319
8461	V* LU Cam                          	89.57446829	67.89612627
8462	V* LR Cam                          	85.77146815	68.66862801
8463	SN 2001ez                          	85.65683	69.23739
8464	V* V411 Cam                        	87.33233102	67.73432052
8465	SN 2001is                          	85.53779	69.36522
8466	V* V401 Cam                        	84.9804207	69.75597001
8467	V* AT Cam                          	84.32167323	67.04277904
8468	HD 37419                           	85.89488126	66.54458075
8469	C* 3263                            	86.47901855	66.03920631
8470	IRC +60160                         	88.7599977	64.97847051
8471	IRAS 05425+6636                    	86.94222848	66.61896451
8472	IRAS 05482+6634                    	88.33355219	66.59008081
8473	V* KQ Cam                          	89.09399798	66.45009211
8474	V* V403 Cam                        	84.99386281	67.33821227
8475	V* V404 Cam                        	85.06534422	66.24169893
8476	V* V402 Cam                        	84.99084866	64.85432391
8477	V* EE Cam                          	86.47911176	63.29626571
8478	V* TZ Cam                          	88.43880418	63.01396552
8479	StM 46                             	85.65290227	63.33050464
8480	StM 51                             	89.66265197	63.73106778
8481	SN 1993ac                          	86.59825	63.36864
8482	V* V412 Cam                        	87.72942972	62.86274915
8483	V* V405 Cam                        	85.71131798	64.42089084
8484	V* V406 Cam                        	85.89587775	62.77791185
8485	V* V417 Cam                        	89.86649928	62.65285279
8486	V* BY Cam                          	85.70333886	60.85871552
8487	* 31 Cam                           	88.74093673	59.88836983
8488	V* LT Cam                          	89.56463776	59.77297875
8489	V* LV Cam                          	89.85695164	59.85657009
8490	V* KO Cam                          	86.93527046	56.54264635
8491	G 192-11                           	89.90729954	58.59301255
8492	NSV 2660                           	87.96490664	56.46475716
8493	* 26 Cam                           	86.62662605	56.11557572
8494	HD 233188                          	89.96492733	54.30875959
8495	V* V437 Aur                        	87.26275107	54.03251049
8496	V* V441 Aur                        	88.9065048	53.45985723
8497	V* V507 Aur                        	87.95608689	54.36139045
8498	V* V405 Aur                        	89.49705577	53.89581268
8499	V* V493 Aur                        	87.53954648	54.37899952
8500	V* IZ Aur                          	88.40188984	52.43224091
8501	NSV 2712                           	88.85087309	52.6489802
8502	NSV 2730                           	89.12925526	51.92188956
8503	SN 2001gc                          	88.85892	51.9095
8504	V* V639 Aur                        	88.68084075	52.7272314
8505	V* V403 Aur                        	89.26929738	49.02968596
8506	IRC +50154                         	89.3496644	48.3782764
8507	IRAS 05543+5002                    	89.56029425	50.04473898
8508	IRAS 05500+4951                    	88.49486071	49.87365168
8509	IRAS 05502+4802                    	88.50316616	48.04929216
8510	SN 2005io                          	87.60267	49.71847
8511	V* V439 Aur                        	87.64063289	47.46102745
8512	HD 39922                           	89.49462215	45.1096435
8513	V* TW Aur                          	89.2781121	45.5095057
8514	IRAS 05483+4625                    	88.01844558	46.43820212
8515	* pi. Aur                          	89.9837429	45.93674337
8516	NSV 2751                           	89.95	46
8517	SV* SON 10838                      	88.725	46.4667
8518	V* V771 Her                        	269.7179424	45.47621904
8519	HD 164646                          	269.9841921	45.50137619
8520	V* OP Her                          	269.2021942	45.35084979
8521	NSV 9787                           	267.7502824	45.01144616
8522	V* V337 Her                        	267.1967204	45.6998283
8523	ROTSE1 J175448.31+460241.1         	268.7029632	46.04481815
8524	ROTSE1 J175255.33+463216.6         	268.2298692	46.53762263
8525	V* MX Her                          	267.711368	50.04719473
8526	IRAS 17544+4853                    	268.9343666	48.87896442
8527	* z Her                            	267.5138959	48.39415191
8528	V* V1071 Her                       	269.7202071	48.17342741
8529	ROTSE1 J175137.96+492317.8         	267.9080542	49.38838014
8530	V* V1072 Her                       	269.7896852	49.60184274
8531	V* GU Dra                          	267.3368396	53.01507934
8532	V* GV Dra                          	268.3645908	52.3854621
8533	V* AV Dra                          	269.934187	51.88379149
8534	RX J1747.7+5213                    	266.9455146	52.2278719
8535	HD 162035                          	266.5347613	52.4793143
8536	V* LN Dra                          	266.48085	52.63457775
8537	V* V387 Dra                        	268.5538337	51.02294837
8538	ROTSE1 J175325.36+510448.1         	268.3531475	51.08196148
8539	ROTSE1 J175304.11+512910.9         	268.267102	51.48685232
8540	ROTSE1 J174950.22+522830.1         	267.4604474	52.4757373
8541	V* UW Dra                          	269.3803644	54.66551055
8542	V* V Dra                           	269.561003	54.8716387
8543	1SWASP J175758.92+550607.7         	269.4955472	55.10218476
8544	NGC 6532                           	269.808046	56.231747
8545	ROTSE1 J175201.56+535615.1         	268.0054979	53.93703413
8546	V* UY Dra                          	269.0923269	58.21461237
8547	V* T Dra                           	269.0971995	58.21856311
8548	V* BB Dra                          	268.437319	57.05595168
8549	IRAS 17483+5809                    	267.2816021	58.13800519
8550	IRAS 17494+5655                    	267.5884789	56.9198108
8551	1SWASP J175734.12+584414.2         	269.3922835	58.73730203
8552	V* V391 Dra                        	269.7931319	58.7165133
8553	SN 2006dq                          	269.83754	58.54356
8554	SN 1992aa                          	266.44704	60.89414
8555	DO 35875                           	265.1864962	62.55324758
8556	SN 2003jf                          	268.38937	64.17003
8557	SN 2005ao                          	266.20683	61.90781
8558	V* MS Dra                          	264.9820597	65.00163619
8559	NSV 9717                           	266.5833	66.8
8560	TYC 4207-219-1                     	265.144497	65.45410381
8561	NSVS 2893063                       	264.3815264	65.34017871
8562	V* DZ Dra                          	264.124083	68.48889375
8563	V* AU Dra                          	263.838687	68.63861656
8564	SN 1991aw                          	265.55629	67.48667
8565	IRAS 17568+6956                    	269.0815652	69.93469112
8566	CSV 163                            	266.7563	68.6006
8567	SN 1991an                          	264.78975	67.70803
8568	SN 1992av                          	265.77021	67.81864
8569	SN 2000ci                          	266.05504	67.59619
8570	V* V380 Dra                        	266.3518944	69.30608328
8571	V* GT Dra                          	264.9616278	72.96472848
8572	RX J1744.1+7203                    	266.0454776	72.05077744
8573	TYC 4436-841-1                     	266.7555364	72.6737894
8574	TYC 4436-501-1                     	267.9225154	73.08645939
8575	V* V388 Dra                        	269.0401949	71.44450891
8576	V* ET Dra                          	267.6046498	70.76012252
8577	SN 2005B                           	268.703	71.54292
8578	* 29 Dra                           	263.1718305	74.227318
8579	NSV 9672                           	265.6575	75.5389
8580	V* GW Dra                          	268.2669766	77.38396496
8581	DO 35852                           	263.1262036	75.98848967
8582	V* VY UMi                          	258.5581599	76.70397497
8583	HD 163240                          	265.5491931	80.28244436
8584	V* RT UMi                          	256.0233382	80.32916617
8585	V* CW Dra                          	267.8544831	80.65091464
8586	TYC 4577-841-1                     	262.6638554	78.93121144
8587	IRAS F18065+8306                   	269.9947691	83.11630592
8588	V* UX UMi                          	253.6178833	83.5060987
8589	V* Y UMi                           	257.6467424	83.84120852
8590	FBS B 1096                         	258.2766517	83.3038762
8591	FBS B 1098                         	262.431879	82.449037
8592	* eps UMi                          	251.4926502	82.03726302
8593	BD+86 252                          	247.3470975	86.4335851
8594	V* W UMi                           	242.1136366	86.19987529
8595	V* VW UMi                          	238.6948657	85.6683077
8596	* lam UMi                          	259.2350446	89.03770397
8597	V* UY UMi                          	183.8344601	87.70011877
8598	V* RZ UMi                          	223.6084355	86.72706107
8599	HD 47832                           	112.2198118	87.37543262
8600	V* OV Cep                          	115.1270772	87.02010652
8601	BD+87 64                           	133.4669609	87.12021142
8602	SN 2004fy                          	175.31233	89.08628
8603	BD+86 77                           	97.03244828	86.41619848
8604	HD 56322                           	117.4726625	86.36528124
8605	V* V411 Cep                        	125.8475065	86.37865508
8606	V* AQ Cep                          	125.6809332	86.08114603
8607	V* V410 Cep                        	107.4146191	85.57001291
8608	BD+84 126                          	100.0834976	84.34328223
8609	SN 1982B                           	108.6405	84.38658
8610	SN 1962Q                           	111.7292	85.7517
8611	SN 1968V                           	111.7375	85.765
8612	SN 1968W                           	111.80929	85.75461
8613	SN 1977E                           	119.4708	85.705
8614	SN 1993X                           	111.92	85.7739
8615	SN 2003kx                          	121.05146	84.64092
8616	SN 2005dl                          	111.88229	85.75417
8617	V* SV Cam                          	100.3295087	82.26734333
8618	HD 46070                           	101.6475424	81.81946336
8619	IRAS 06227+8156                    	98.2910365	81.91297684
8620	SN 2000ev                          	101.96667	84.16728
8621	V* YZ Cam                          	95.85777703	80.07084391
8622	V* SY Cam                          	92.83956671	80.07395336
8623	NAME OT J065349+79163              	103.4558	79.2719
8624	NAME Bond's Variable               	103.4554	79.2719
8625	V* V444 Cam                        	97.19729568	79.3698853
8626	V* V445 Cam                        	97.91938311	78.66450923
8627	V* V464 Cam                        	103.5067562	80.35712929
8628	2MASS J06000201+7751311            	90.00847936	77.85871085
8629	V* EP Cam                          	102.1560839	76.99002309
8630	V* AV Cam                          	97.00788138	77.8260806
8631	IRAS 06206+7657                    	97.00927593	76.92508576
8632	SN 2005V                           	94.6595	78.358
8633	V* V428 Cam                        	93.21306884	77.1807393
8634	V* V429 Cam                        	93.27755645	76.49693471
8635	V* V Cam                           	90.63442132	74.50755747
8636	V* EL Cam                          	97.02055982	74.74308727
8637	V* W Cam                           	96.48438157	75.45107692
8638	V* SU Cam                          	99.55251982	73.91605871
8639	DO 30075                           	93.97579281	74.2996683
8640	V* MU Cam                          	96.31771689	73.57752913
8641	V* V442 Cam                        	96.49210088	73.52084229
8642	V* V424 Cam                        	92.18510707	73.56192376
8643	V* V440 Cam                        	95.7395419	73.51193001
8644	V* V443 Cam                        	97.01029332	74.40630686
8645	EGB 4                              	97.39149941	71.07677569
8646	IRAS 06067+7231                    	93.20227476	72.51853735
8647	IRAS 06225+7122                    	97.09103725	71.33908874
8648	V* V427 Cam                        	92.68614142	70.57097683
8649	V* V423 Cam                        	91.95726518	72.77687737
8650	V* V418 Cam                        	90.18745504	71.60734575
8651	V* V420 Cam                        	90.37357611	71.13871463
8652	V* V432 Cam                        	93.55735946	70.87574166
8653	V* V439 Cam                        	95.50853029	72.31306501
8654	V* EH Cam                          	90.50524192	69.79923171
8655	HD 42669                           	94.4721266	69.1705084
8656	V* HP Cam                          	91.63956855	67.54998092
8657	V* KT Cam                          	92.71039169	67.73704164
8658	V* KU Cam                          	93.60306573	68.64712161
8659	IRAS 06111+6841                    	94.1475186	68.67775552
8660	V* V422 Cam                        	91.90911199	69.72966291
8661	V* V426 Cam                        	92.68462158	68.0042203
8662	V* V437 Cam                        	94.6817522	70.2095282
8663	V* EI Cam                          	90.56795966	66.89969125
8664	DO 29996                           	91.32072924	66.53772494
8665	V* HQ Cam                          	95.14829225	67.25649909
8666	SN 2006N                           	92.13017	64.72364
8667	V* V436 Cam                        	93.98235383	66.8876618
8668	V* V433 Cam                        	93.82555216	67.33553011
8669	IRAS 05569+6400                    	90.44010138	64.01690048
8670	V* EK Cam                          	93.02852559	62.9690622
8671	1RXS J060459.3+642753              	91.2475	64.4647
8672	SN 1996bn                          	93.9696	64.43
8673	SN 2000dt                          	92.72783	62.02422
8674	SN 2002em                          	93.96792	64.43031
8675	V* V419 Cam                        	90.2515655	61.94767779
8676	V* KR Cam                          	91.00832399	59.53860042
8677	* 1 Lyn                            	94.4784128	61.51528474
8678	V* AO Lyn                          	94.40844966	59.52351788
8679	IRAS 06114+5914                    	93.97129534	59.22962428
8680	* 39 Cam                           	92.80670275	60.45349023
8681	V* KS Cam                          	92.09495223	57.95983986
8682	SN 1996bv                          	94.05433	57.05278
8683	SN 2003kb                          	94.05246	57.05358
8684	V* V494 Aur                        	90.12950616	55.45411165
8685	IRAS 06091+5531                    	93.32412748	55.51519009
8686	V* Z Aur                           	90.43959747	53.30552194
8687	IRAS 05565+5301                    	90.15344599	53.02905765
8688	HD 42291                           	93.22942213	52.73299872
8689	* 35 Cam                           	91.12133302	51.57338668
8690	V* KL Aur                          	91.1553906	51.90812741
8691	V* V509 Aur                        	91.41485288	52.40617739
8692	IRAS 06041+5215                    	92.01625705	52.25763771
8693	TYC 3386-868-1                     	91.21421594	51.70018098
8694	V* V574 Aur                        	90.45286375	51.75095511
8695	V* V575 Aur                        	91.87861141	51.11463444
8696	V* V532 Aur                        	93.43777995	52.42796724
8697	SN 2005bd                          	93.01458	51.86758
8698	V* V640 Aur                        	90.53180175	52.52885273
8699	V* V446 Aur                        	90.92734776	50.6125265
8700	C* 3268                            	90.48329718	49.53563766
8701	* 36 Aur                           	90.2440096	47.90192166
8702	V* LQ Aur                          	90.04516026	47.98746596
8703	V* KM Aur                          	91.4258	50.3408
8704	V* X Aur                           	93.05576467	50.22789819
8705	V* KO Aur                          	91.56349768	48.37025685
8706	V* KN Aur                          	91.38070819	49.53493273
8707	V* V511 Aur                        	92.29212848	50.29091154
8708	BD+48 1340                         	91.55	48.3833
8709	V* V546 Aur                        	90.43393154	49.94177001
8710	V* V547 Aur                        	90.48922103	49.98189004
8711	V* V548 Aur                        	90.52197647	49.81979716
8712	V* V549 Aur                        	90.58888263	49.87698924
8713	V* V550 Aur                        	90.61012511	49.86569996
8714	V* V551 Aur                        	90.6585177	49.8840223
8715	V* SV Aur                          	90.91740069	46.4355445
8716	HD 41928                           	92.58836203	47.73939618
8717	HD 40978                           	91.16003785	46.58511362
8718	V* XZ Aur                          	91.12319703	47.28653606
8719	V* VY Aur                          	92.46704139	46.57451036
8720	V* RS Aur                          	90.97377149	46.29299324
8721	V* V449 Aur                        	92.07904511	45.55436571
8722	[EHV2002] 1-4-0020                 	90.8129	45.3894
8723	[EHV2002] 1-4-0018                 	90.81399713	45.24670859
8724	[EHV2002] 1-1-0033                 	90.8175	46.1319
8725	[EHV2002] 1-2-0038                 	90.8208	45.9056
8726	[EHV2002] 1-1-0041                 	90.8225	46.0411
8727	[EHV2002] 1-1-0054                 	90.8267	46.1428
8728	[EHV2002] 1-2-0049                 	90.82903279	45.75029624
8729	[EHV2002] 1-1-0059                 	90.8321	46.0783
8730	2MASS J06032124+4518575            	90.83861819	45.31596709
8731	2MASS J06032178+4522240            	90.8407619	45.37337671
8732	[EHV2002] 1-1-0071                 	90.8437	46.1167
8733	2MASS J06032587+4520522            	90.85782546	45.3478436
8734	[EHV2002] 1-4-0127                 	90.8594957	45.18547165
8735	2MASS J06032644+4557392            	90.86024386	45.96094229
8736	2MASS J06032888+4519458            	90.87033	45.32939
8737	[EHV2002] 1-1-0121                 	90.87138475	46.15197351
8738	[EHV2002] 1-3-0242                 	90.89067526	45.44226702
8739	[EHV2002] 1-3-0244                 	90.8925	45.6253
8740	2MASS J06033467+4607184            	90.89443623	46.12178555
8741	[EHV2002] 1-2-0188                 	90.8992	45.8175
8742	2MASS J06033868+4523593            	90.91115772	45.39981231
8743	[EHV2002] 1-4-0283                 	90.92982262	45.34611605
8744	2MASS J06034402+4603552            	90.93344347	46.06533309
8745	2MASS J06034406+4541393            	90.93360721	45.69423566
8746	2MASS J06035062+4551547            	90.96090562	45.86519004
8747	[EHV2002] 1-4-0369                 	90.96289725	45.33375222
8748	[EHV2002] 1-1-0289                 	90.9675	45.9525
8749	2MASS J06035250+4532016            	90.9687598	45.53378815
8750	2MASS J06035289+4556107            	90.97039225	45.93632155
8751	[EHV2002] 1-3-0405                 	90.9701738	45.55720938
8752	2MASS J06035322+4529340            	90.9717656	45.49276713
8753	2MASS J06035357+4513370            	90.97323857	45.22695178
8754	2MASS J06035496+4523597            	90.97902625	45.39993158
8755	2MASS J06035991+4545411            	90.99966942	45.76137048
8756	2MASS J06040007+4524245            	91.00030051	45.40680099
8757	2MASS J06040058+4549113            	91.00244743	45.81980401
8758	2MASS J06040215+4547276            	91.00897145	45.79100426
8759	2MASS J06040425+4554301            	91.01771887	45.90837096
8760	[EHV2002] 1-3-0518                 	91.02113764	45.62974364
8761	2MASS J06040704+4511118            	91.02933981	45.18662207
8762	[EHV2002] 1-4-0566                 	91.04031765	45.38348352
8763	[EHV2002] 1-4-0567                 	91.04084269	45.40222576
8764	[EHV2002] 1-4-0611                 	91.05893942	45.24113106
8765	2MASS J06041552+4529257            	91.06466602	45.49047784
8766	[EHV2002] 1-4-0639                 	91.07082058	45.21162488
8767	[EHV2002] 1-4-0641                 	91.07096268	45.27933033
8768	[EHV2002] 1-4-0649                 	91.07299399	45.20067251
8769	[EHV2002] 1-3-0647                 	91.07654057	45.64130087
8770	[EHV2002] 1-4-0663                 	91.07895058	45.18750977
8771	2MASS J06042193+4553534            	91.09139834	45.89817591
8772	[EHV2002] 1-4-0697                 	91.09196661	45.3684925
8773	[EHV2002] 1-1-0568                 	91.09673824	45.9398679
8774	[EHV2002] 1-4-0741                 	91.10537123	45.25604415
8775	2MASS J06042665+4523545            	91.1110639	45.39848663
8776	2MASS J06042812+4600368            	91.11720162	46.01023185
8777	2MASS J06043012+4606541            	91.12551628	46.11507062
8778	2MASS J06043035+4605521            	91.12648044	46.09783311
8779	2MASS J06043154+4605429            	91.13141989	46.095244
8780	[EHV2002] 1-3-0793                 	91.13469717	45.45467525
8781	2MASS J06043496+4556575            	91.14566851	45.94931578
8782	2MASS J06043811+4607030            	91.15881053	46.11752183
8783	[EHV2002] 1-3-0876                 	91.16358539	45.63836891
8784	2MASS J06044210+4542559            	91.17543828	45.71555494
8785	[EHV2002] 1-2-0798                 	91.1771	45.7531
8786	2MASS J06044815+4533280            	91.20063	45.55781
8787	[EHV2002] 1-4-1009                 	91.22853471	45.19165003
8788	[EHV2002] 1-4-1033                 	91.2358	45.3422
8789	2MASS J06045732+4512163            	91.23886815	45.20453605
8790	2MASS J06045886+4551331            	91.245304	45.85919554
8791	[EHV2002] 1-3-1103                 	91.24915993	45.43777362
8792	[EHV2002] 1-4-1085                 	91.25526448	45.22134154
8793	2MASS J06050262+4601593            	91.26100561	46.03304601
8794	2MASS J06050543+4556029            	91.27263532	45.93415558
8795	2MASS J06050616+4519480            	91.27564867	45.33004021
8796	2MASS J06050778+4544528            	91.28242148	45.74801905
8797	2MASS J06050811+4516497            	91.28383	45.2805
8798	2MASS J06050960+4543261            	91.29001567	45.72395479
8799	2MASS J06051034+4536127            	91.29310667	45.60354984
8800	[EHV2002] 1-2-1099                 	91.3025	45.7211
8801	2MASS J06051314+4512502            	91.30474403	45.21398261
8802	[EHV2002] 1-3-1228                 	91.30823144	45.45209113
8803	2MASS J06051393+4535190            	91.30804612	45.58862544
8804	[EHV2002] 1-4-1221                 	91.31874116	45.32773107
8805	[EHV2002] 1-3-1285                 	91.32920704	45.46136784
8806	2MASS J06052356+4607275            	91.34819231	46.12432956
8807	[EHV2002] 1-4-1292                 	91.35334448	45.1777922
8808	2MASS J06052603+4520293            	91.35846499	45.3414852
8809	[EHV2002] 1-1-1108                 	91.3588	46.0828
8810	2MASS J06052745+4514383            	91.36439558	45.24399408
8811	[EHV2002] 1-2-1255                 	91.36536904	45.68883574
8812	2MASS J06053176+4532123            	91.38237544	45.53676677
8813	2MASS J06053567+4533142            	91.39863555	45.55397267
8814	[EHV2002] 1-2-1338                 	91.40378776	45.6852001
8815	[EHV2002] 1-3-1460                 	91.40970784	45.57257723
8816	2MASS J06054054+4607290            	91.418932	46.12472641
8817	2MASS J06054132+4544215            	91.4221633	45.73931088
8818	2MASS J06054259+4553526            	91.42743097	45.8979002
8819	2MASS J06054358+4537269            	91.43158	45.62417
8820	[EHV2002] 1-4-1499                 	91.45037693	45.37824427
8821	[EHV2002] 1-1-1299                 	91.4617	45.92
8822	2MASS J06055191+4608259            	91.46628529	46.14053929
8823	[EHV2002] 1-1-1315                 	91.4696	45.9314
8824	2MASS J06060124+4520146            	91.5051695	45.33739144
8825	[EHV2002] 1-8-0022                 	91.50986892	45.20926093
8826	2MASS J06060644+4520590            	91.52680709	45.34971704
8827	2MASS J06060656+4532327            	91.52736208	45.54242356
8828	2MASS J06060816+4533010            	91.53402017	45.55026821
8829	[EHV2002] 1-5-0091                 	91.54060956	46.12537961
8830	[EHV2002] 1-8-0084                 	91.54125556	45.31397446
8831	[EHV2002] 1-5-0122                 	91.55590156	46.12161459
8832	[EHV2002] 1-7-0149                 	91.5575	45.4636
8833	2MASS J06061382+4550038            	91.5575953	45.83438021
8834	[EHV2002] 1-7-0239                 	91.6025	45.6133
8835	2MASS J06062719+4546565            	91.61330295	45.78236713
8836	[EHV2002] 1-5-0276                 	91.61650599	46.00929793
8837	2MASS J06062894+4521237            	91.62059767	45.35661338
8838	2MASS J06063124+4513595            	91.6301594	45.23320671
8839	2MASS J06063298+4547489            	91.63742694	45.79694723
8840	2MASS J06063584+4538210            	91.64933946	45.63916347
8841	2MASS J06063876+4553244            	91.6615	45.89011
8842	2MASS J06063939+4538199            	91.66411777	45.63886136
8843	2MASS J06064077+4521016            	91.66988066	45.35046138
8844	[EHV2002] 1-5-0416                 	91.67376237	46.04954414
8845	2MASS J06064188+4538100            	91.67448265	45.63610686
8846	2MASS J06064224+4557063            	91.67601558	45.95174531
8847	2MASS J06064224+4550419            	91.6759895	45.84498194
8848	[EHV2002] 1-8-0338                 	91.6783	45.2486
8849	2MASS J06064508+4546570            	91.68782958	45.78250761
8850	2MASS J06064783+4604174            	91.69930216	46.07154092
8851	[EHV2002] 1-8-0401                 	91.70534828	45.23637062
8852	2MASS J06064982+4523242            	91.70758965	45.39008796
8853	[EHV2002] 1-7-0503                 	91.71622258	45.51688075
8854	[EHV2002] 1-5-0502                 	91.71684758	46.10561007
8855	2MASS J06065274+4539174            	91.71976029	45.6548388
8856	2MASS J06065392+4542470            	91.72464804	45.71304154
8857	2MASS J06065445+4535369            	91.72682393	45.59360749
8858	[EHV2002] 1-5-0543                 	91.73383941	46.15235455
8859	2MASS J06065992+4551428            	91.74966902	45.86190814
8860	2MASS J06070285+4522394            	91.76186189	45.3776325
8861	2MASS J06070649+4529107            	91.77706056	45.48631175
8862	[EHV2002] 1-7-0668                 	91.78020594	45.49837579
8863	[EHV2002] 1-8-0567                 	91.78424448	45.22355182
8864	[EHV2002] 1-6-0658                 	91.79	45.6981
8865	2MASS J06071104+4547490            	91.79601746	45.79696434
8866	2MASS J06071126+4557300            	91.7969329	45.95833612
8867	[EHV2002] 1-7-0711                 	91.79715986	45.46706067
8868	2MASS J06071169+4548532            	91.79870957	45.81480104
8869	2MASS J06071505+4600048            	91.81268858	46.00135939
8870	[EHV2002] 1-5-0755                 	91.81893566	46.15020225
