EID	aperture	FoV	pixel_scale	tracking accuracy (")	limiting magnitude (mag)	elevation limit (deg)	"mount type (german, fork, theodolite)"	camera_type_1	camera_type_2	Johnson B	Johnson V	Johnson R	SDSS u	SDSS g	SDSS r	SDSS i	SDSS z
1536	0.875710095	14.8535043	0.831155878	0.437952228	21.41178461	21.37914232	german	mono	cooled	y	y	y	y	y	y	y	y
1537	3.941740563	562.0715593	0.441330016	0.814776546	15.47019137	16.59198429	theodolite	colored	cooled	y	y	y	y	n	y	n	n
1538	2.639337066	153.1526789	1.527557303	0.948422259	10.99264722	24.74612797	fork	mono	cooled	y	y	y	y	y	y	y	y
1539	6.082760044	76.9879732	2.486156897	0.532600832	12.0258509	22.32582865	german	mono	uncooled	y	y	y	y	y	n	n	y
1540	5.42976023	566.9822673	2.738793311	0.170259046	15.99131623	28.911827	german	colored	cooled	y	n	y	y	y	y	y	n
1541	6.840983441	451.8729106	0.949346169	0.996014037	17.93945969	28.64046107	fork	mono	cooled	n	n	n	n	y	n	y	y
1542	5.399491215	21.86887393	1.677925095	0.609004688	13.1769874	24.07167911	fork	mono	cooled	y	y	y	n	y	y	n	n
1543	7.266763297	465.5566317	0.549988768	0.233792711	17.59463483	25.72266374	fork	colored	uncooled	y	y	y	y	n	n	y	y
1544	3.617582435	580.2565664	2.53269695	0.616487947	19.32900529	22.0437776	fork	mono	cooled	n	y	y	y	y	n	y	y
1545	9.61482893	434.8280933	0.997045009	0.97014003	18.97582221	31.37842537	fork	mono	cooled	n	n	y	y	n	y	y	y
1546	1.127598128	224.4014109	1.441461455	0.147839229	16.38552148	34.23095967	fork	colored	cooled	y	y	y	y	y	y	y	n
1547	8.404542745	161.0140553	1.171235723	0.709098544	18.05557588	18.40141651	fork	colored	cooled	y	n	n	n	y	y	y	y
1548	0.799395361	425.0687889	1.381620852	0.152860141	12.16332819	18.77815091	fork	colored	cooled	y	y	y	y	n	n	y	y
1549	7.406938668	416.1754772	1.540932547	0.169234039	17.21102523	32.02814752	fork	mono	cooled	y	n	y	y	y	y	y	y
1550	5.389614872	213.0248937	2.48022505	0.184288922	24.3210657	16.12063419	fork	mono	cooled	y	y	y	y	n	y	y	y
1551	6.531202525	39.78444147	0.572195709	0.634120721	20.594038	32.80942191	theodolite	colored	cooled	y	y	y	y	y	y	y	y
1552	4.915285983	257.2454302	0.234152876	0.264337535	24.02450983	26.99099338	fork	colored	uncooled	y	n	y	y	n	y	y	y
1553	9.29987857	185.295447	2.427965958	0.235361808	8.05548433	20.22719032	german	mono	cooled	y	n	y	y	y	y	n	n
1554	7.358417216	370.4712798	1.648165059	0.948687604	14.91828552	14.75453237	german	colored	uncooled	y	y	n	y	y	y	n	y
1555	9.134078606	276.5292665	1.39738935	0.683674494	16.73376933	30.18049271	theodolite	mono	cooled	n	y	y	y	y	y	y	y
1556	9.463091168	107.1870016	1.706279113	0.998969191	8.070921339	33.73283032	fork	mono	cooled	n	y	y	y	y	y	y	y
1557	9.226859288	311.627094	2.957807022	0.264278262	13.53362129	13.25955956	fork	mono	cooled	y	y	n	y	n	n	y	y
1558	3.651312964	316.7675266	2.095351804	0.958853851	20.05024974	13.6876689	fork	mono	cooled	y	y	y	y	y	y	y	y
1559	8.971261539	485.3085653	2.202386988	0.754484719	9.66568459	14.89237476	german	colored	cooled	y	y	y	y	n	y	y	y
1560	6.179104737	400.6537685	1.041724839	0.822607836	11.38195417	19.80903754	fork	mono	cooled	y	n	y	n	y	y	n	y
1561	8.292691217	171.9131423	0.181306336	0.756083046	20.61345847	12.10567615	german	mono	cooled	n	n	y	n	y	y	y	y
1562	2.733273557	594.0850087	0.138353713	0.201029798	19.08772091	15.57538879	fork	mono	cooled	y	y	y	y	y	n	y	y
1563	4.387397926	493.1868362	0.3365093	0.682062732	16.84975323	33.235053	german	colored	cooled	n	n	y	y	y	y	y	n
1564	4.347480003	89.07445339	0.163166016	0.43965867	10.31951773	33.23643992	german	mono	cooled	y	n	y	n	y	y	y	n
1565	2.925265889	402.2377636	1.273548477	0.986628557	19.31842323	16.33718161	fork	mono	cooled	y	y	y	n	y	n	n	y
1566	1.682433706	592.8317891	2.684430742	0.479702627	11.98291544	28.3045513	german	mono	cooled	y	y	y	y	y	y	y	y
1567	8.773133987	6.611283832	1.78482015	0.765136416	16.17868911	31.47230555	fork	mono	cooled	y	y	y	n	y	n	y	y
1568	9.07376082	213.0527047	1.957436108	0.604607174	22.27423981	34.3453625	fork	colored	cooled	n	y	y	y	y	y	y	y
1569	7.916822263	95.55821761	0.919252469	0.992328935	9.885236095	19.74211973	fork	colored	cooled	y	y	y	y	y	y	y	y
1570	9.860978197	30.04710049	0.151400908	0.317705774	16.59793689	13.74415672	german	mono	cooled	y	y	y	n	n	y	y	y
1571	0.637690914	108.4921195	0.636066031	0.121339378	20.39036351	29.24139206	german	mono	cooled	y	y	n	y	y	n	y	y
1572	0.767069827	253.2165582	0.581019316	0.338570934	13.89600691	34.59192308	fork	mono	cooled	y	n	y	y	y	y	y	y
1573	9.496409749	526.1554752	0.250424373	0.914116462	8.024159791	32.21842721	fork	mono	cooled	y	y	y	y	y	y	y	y
1574	1.288243206	349.1951663	2.982409231	0.270221579	22.62415407	29.47952122	fork	colored	cooled	n	y	n	y	y	y	y	n
1575	6.15514376	216.4505653	2.610004369	0.126334534	19.1122764	21.00792903	german	mono	cooled	n	n	y	y	n	y	y	y
1576	8.4023416	264.1589359	1.40514346	0.845855053	17.92289659	24.17991017	german	mono	cooled	y	y	y	y	n	y	n	y
1577	7.866623568	78.58911227	0.933306526	0.384687599	18.84375108	25.97928369	german	mono	cooled	y	y	y	y	y	y	y	y
1578	2.864134157	283.2834932	1.60668393	0.54353742	21.1665227	33.70423209	theodolite	mono	cooled	n	y	y	y	y	y	n	y
1579	8.948545003	144.0669521	1.692795114	0.289307496	19.99740944	23.34548784	theodolite	mono	cooled	y	y	y	y	y	y	y	y
1580	9.245585998	99.01485828	1.716201614	0.908562943	21.85498315	15.76164421	fork	mono	cooled	y	n	y	y	y	y	y	y
1581	3.32597536	187.2375235	1.029179551	0.712554677	20.33388211	17.16233805	theodolite	mono	cooled	n	n	y	n	y	n	y	y
1582	5.94126155	149.8642832	1.82004231	0.76668592	13.26571234	31.45441318	fork	mono	cooled	n	y	y	y	y	y	y	y
1583	7.438874247	196.9307002	2.668050602	0.878952788	23.6162071	13.18884127	german	mono	cooled	y	n	n	y	n	n	y	y
1584	3.626879167	358.0399662	2.455676047	0.201038886	20.94591763	29.68050962	fork	mono	uncooled	y	y	n	y	y	y	y	y
1585	4.213867325	534.5661553	0.959645023	0.802526271	11.03353687	19.91696227	fork	mono	cooled	y	y	y	n	y	n	y	y
1586	8.098586308	10.25107218	1.175554203	0.755817355	13.78139344	20.22287703	theodolite	mono	cooled	y	y	y	y	y	y	y	n
1587	0.495178111	409.7773812	1.151645231	0.895081513	17.02359098	24.03426676	german	mono	cooled	y	y	n	y	y	y	n	y
1588	3.472335464	128.0261178	0.462462224	0.214295926	17.95948641	30.56612085	german	colored	cooled	y	y	y	y	n	y	y	y
1589	6.659938515	242.1875525	1.595008908	0.511253788	17.44898788	13.16932685	fork	mono	cooled	y	y	y	y	y	y	y	y
1590	7.548091953	204.7868709	2.070503171	0.943371318	19.38259238	24.23445806	german	colored	cooled	n	n	y	y	n	y	y	n
1591	4.226784975	397.4917472	1.592202949	0.646735225	24.85578002	30.97322543	german	colored	cooled	y	n	y	n	y	y	y	y
1592	3.492879919	547.764991	0.394161538	0.844987124	16.3585944	33.3417948	fork	colored	uncooled	y	y	y	y	y	n	y	y
1593	0.310337531	315.1807881	0.343338311	0.432359197	10.42772181	23.34430211	theodolite	mono	cooled	n	y	y	n	y	y	y	y
1594	2.28345743	288.7243976	2.562991554	0.216021358	14.27556061	24.59446808	theodolite	mono	uncooled	y	y	y	y	y	y	y	y
1595	2.472907875	432.8497897	0.807191022	0.559687455	22.44248049	17.34786696	fork	mono	cooled	y	n	n	y	y	y	y	y
1596	1.918335303	21.00281095	1.270479667	0.964753129	17.96446428	16.70194599	fork	colored	cooled	y	y	n	y	y	y	y	y
1597	4.535914033	92.10447707	2.450505831	0.81498375	10.25991326	18.45581116	fork	colored	cooled	y	y	n	y	y	n	n	y
1598	5.777275296	445.4939171	1.003807344	0.918272419	18.24454069	13.37068767	german	mono	uncooled	y	y	y	y	y	y	y	y
1599	8.180501027	248.8700594	2.896286892	0.786494854	24.51555492	32.81890492	fork	mono	cooled	y	y	y	y	y	y	y	y
1600	3.149511443	505.4297808	2.180195589	0.695998615	16.63793632	34.49874562	fork	mono	cooled	n	n	y	y	y	n	y	y
1601	1.461553903	341.9621666	2.013823304	0.81093296	22.17792519	34.97924744	fork	mono	cooled	y	n	y	y	n	y	y	y
1602	9.264845593	450.5295659	0.432684979	0.84493443	9.226252847	31.26931185	fork	colored	uncooled	y	y	y	y	n	y	y	y
1603	3.396106424	388.4642078	2.899797746	0.396001003	9.290992059	23.41886086	german	mono	cooled	y	y	y	n	y	y	n	y
1604	6.918530968	10.03104589	0.564933811	0.38783112	20.63666644	34.46783089	fork	mono	cooled	y	y	n	y	n	y	y	y
1605	6.449471052	268.7373737	1.964534579	0.166074495	15.54830494	30.31306353	fork	mono	cooled	y	y	n	y	y	y	y	y
1606	7.79281387	379.0211827	0.731320335	0.91519009	11.74193845	13.6103416	german	colored	cooled	n	y	y	y	y	n	y	n
1607	6.469647722	201.0719506	0.363324102	0.379230129	8.749883408	31.01221654	theodolite	mono	cooled	y	y	y	y	y	y	n	y
1608	2.225705988	343.3552598	1.526538751	0.353469626	24.20444879	27.88394258	german	mono	cooled	y	y	n	y	y	y	y	y
1609	7.702400143	566.7058325	2.922335155	0.409911327	11.39798477	23.25607521	fork	mono	cooled	y	y	y	y	n	n	y	y
1610	5.649223869	174.6374407	2.286054126	0.60249505	16.96372611	25.14313206	fork	colored	cooled	y	y	y	n	y	y	y	n
1611	1.337866912	349.7142637	0.715615171	0.459331463	11.64971684	29.12755465	theodolite	colored	cooled	n	y	y	y	y	y	y	y
1612	1.562578713	382.7787476	2.804633986	0.574042303	16.96075842	22.91803465	fork	mono	cooled	n	y	y	y	y	y	n	n
1613	6.801564707	349.7928157	1.725018775	0.730513726	19.28229046	14.90817919	theodolite	mono	cooled	n	y	n	y	y	y	y	y
1614	7.047382869	354.1242852	1.131077894	0.795000497	13.84050771	13.86740443	fork	mono	cooled	y	y	y	y	n	y	y	n
1615	3.752384893	314.3634436	2.285241723	0.779955661	15.69506892	13.57297913	fork	colored	cooled	y	y	n	n	y	y	y	y
1616	0.138134967	84.34994282	0.231823376	0.623003788	18.25252783	28.30178499	theodolite	colored	cooled	y	y	y	y	y	y	y	n
1617	3.340133934	461.8136763	0.150400973	0.772407649	15.06445975	31.44107103	german	colored	cooled	y	n	y	y	y	y	y	y
1618	4.98689476	519.3645465	2.355438439	0.879949894	9.762923829	20.33467471	german	mono	cooled	y	y	n	n	y	y	y	y
1619	4.972122609	534.1253079	1.215131001	0.209022478	11.458699	17.53733925	fork	mono	cooled	y	y	y	y	n	y	y	n
1620	2.783508576	269.8138414	1.213907211	0.993923491	14.69627845	24.70367785	fork	mono	cooled	y	y	y	y	n	n	y	y
1621	0.193648033	407.2009729	2.958933534	0.416590771	20.09046289	24.50783323	theodolite	mono	cooled	y	y	y	y	y	y	n	n
1622	8.973458206	415.3673445	1.243004742	0.998278825	24.34605594	15.28486483	fork	colored	cooled	n	y	y	y	y	y	y	y
1623	5.317221205	544.0014657	0.447544508	0.976922515	10.85790457	14.288756	fork	colored	cooled	n	y	y	y	n	n	y	y
1624	8.936954913	261.9341186	1.913918014	0.80262384	8.926159005	28.28439732	german	mono	cooled	n	y	y	y	y	y	y	y
1625	3.474866119	33.49253285	0.603225495	0.180468738	15.91986065	29.64207262	german	mono	cooled	y	y	y	y	y	y	y	y
1626	8.309138054	428.9251059	1.481420377	0.209011803	8.712975038	18.48100563	german	colored	cooled	y	y	y	y	y	y	y	y
1627	1.987181496	222.9989055	0.418303109	0.218653069	10.7073007	34.31307316	fork	colored	cooled	y	y	y	y	y	y	y	y
1628	1.176938522	51.79226777	0.749873203	0.793434282	16.86272655	20.22008252	theodolite	mono	cooled	y	n	y	y	y	y	y	y
1629	9.861954894	387.3726787	1.856914932	0.673918979	9.401442855	26.41146926	german	colored	cooled	y	y	n	y	y	y	n	y
1630	4.959537488	292.0817374	2.089977287	0.192210861	18.31373071	20.58289075	fork	colored	cooled	n	y	y	n	y	n	n	y
1631	5.41942885	305.4764267	0.349695998	0.436725091	15.82928164	15.80717428	german	mono	cooled	y	y	y	y	y	n	n	y
1632	9.084236681	460.7442735	2.745953603	0.736472197	13.08528018	12.04854834	fork	mono	cooled	y	y	y	y	n	y	n	y
1633	3.480629888	332.6036873	1.417473968	0.308678899	22.90171631	33.04081548	theodolite	mono	cooled	y	n	y	n	y	y	n	n
1634	5.58999534	86.63893275	2.562856357	0.137308916	16.92590928	31.6963789	theodolite	mono	cooled	y	y	n	n	y	y	y	n
1635	7.486159176	336.0631197	2.270973025	0.639735842	23.75591762	27.62799295	german	mono	cooled	y	n	y	y	n	y	n	y
1636	2.746772536	57.14360989	1.424890008	0.375425377	17.74171526	30.06987023	fork	mono	cooled	y	y	y	y	n	n	y	y
1637	8.099455212	188.1008893	0.756818804	0.507972036	10.54578262	14.14647396	theodolite	mono	cooled	y	y	n	n	y	y	y	y
1638	5.929818807	597.3730696	0.320577873	0.396495056	23.81198203	17.89744311	fork	mono	cooled	y	y	n	y	y	y	y	y
1639	5.018437033	307.479349	1.875012816	0.871355343	12.09775325	21.2524116	theodolite	mono	cooled	y	y	y	y	y	y	y	y
1640	8.577408096	470.5960251	1.417390695	0.91627001	14.46340256	17.47128906	theodolite	colored	cooled	y	y	y	y	y	n	n	y
1641	3.978076143	180.2922134	1.078057264	0.646989475	16.58380403	20.77390878	fork	mono	cooled	y	n	y	n	y	y	n	y
1642	5.595067472	195.7530961	0.231210904	0.691518808	13.78306497	25.48118094	german	mono	cooled	y	y	y	y	y	n	y	y
1643	8.025452635	225.9881109	1.98425964	0.476587109	18.91953567	29.59866296	fork	mono	cooled	y	y	y	y	n	y	n	y
1644	5.345243289	140.8520117	2.567662134	0.995907863	22.66803608	15.43987979	german	colored	cooled	y	y	y	y	y	y	y	y
1645	4.143199006	498.1715801	0.884575514	0.658725217	22.44499978	32.31978716	theodolite	colored	cooled	y	n	y	y	y	y	y	y
1646	2.679932186	451.7203166	0.54800997	0.529536378	14.88282521	26.62038898	german	colored	cooled	y	y	y	y	n	y	y	y
1647	4.239354384	237.2783092	2.046581664	0.172049128	15.75108199	23.43502479	fork	mono	cooled	n	y	n	y	y	y	y	y
1648	4.329846388	150.1659314	1.146341633	0.426059043	9.006551131	17.87424911	fork	mono	uncooled	y	y	n	y	y	y	y	y
1649	6.13550187	392.576759	0.590133923	0.585753909	9.534409354	30.4287657	theodolite	mono	cooled	y	y	y	n	y	y	y	y
1650	0.325177972	202.5526136	1.45741304	0.293807043	11.92630734	21.4502219	fork	mono	cooled	y	n	y	n	y	n	y	y
1651	5.780761821	357.8789138	1.981920373	0.448934847	17.39589469	20.11921385	theodolite	colored	cooled	n	y	y	y	y	y	y	y
1652	6.346256459	26.88900251	0.740824573	0.383935953	12.64831289	33.25675278	fork	mono	cooled	y	y	y	y	y	y	y	y
1653	1.785494763	549.246375	0.115332718	0.310633457	15.41475833	34.46476718	theodolite	colored	cooled	y	y	y	n	y	y	y	y
1654	1.575073951	484.4358824	2.8764588	0.602468572	23.36510991	20.32397437	german	mono	cooled	y	n	y	y	y	n	y	y
1655	2.61558832	118.7761558	1.698108695	0.514332094	18.99232275	18.0599085	fork	mono	cooled	y	y	y	y	y	y	n	n
1656	5.173103645	469.9185148	0.893375098	0.72036642	19.00342433	15.12424608	german	mono	uncooled	n	n	y	y	n	y	n	y
1657	4.909558755	80.57553349	1.196836988	0.955257344	22.32012721	30.21488419	fork	mono	cooled	y	y	y	y	y	y	y	n
1658	2.597441409	89.76253143	0.301824907	0.301563975	21.07041077	24.13371303	fork	mono	cooled	n	y	y	y	y	y	y	y
1659	1.889728281	134.8222917	2.518903462	0.166493798	20.80545987	15.27071497	theodolite	mono	cooled	y	y	y	y	y	y	y	n
1660	8.073334043	492.9335067	1.954829281	0.272275097	22.73563295	13.99932816	german	mono	cooled	n	y	y	y	y	n	y	y
1661	8.977667015	210.4274165	0.794220767	0.823028574	8.1747046	25.78696653	german	mono	cooled	n	y	y	n	y	n	y	y
1662	5.637489646	453.5391948	0.235413385	0.296661795	15.13950587	20.27836288	fork	mono	cooled	n	y	n	y	n	y	y	y
1663	9.067661	152.0190994	1.703969244	0.997543964	15.18752249	12.32351266	fork	mono	cooled	n	y	y	y	y	y	y	y
1664	2.31629225	579.8350777	1.642789842	0.866047263	21.67392469	31.52281416	fork	mono	uncooled	y	y	y	n	n	y	n	y
1665	3.709870692	588.1330551	0.416041344	0.897008774	14.23018796	27.66736772	theodolite	mono	cooled	y	y	y	y	y	y	y	y
1666	2.768979153	453.3736268	0.672954482	0.658743526	21.25836531	26.25206714	fork	colored	cooled	y	y	y	y	y	n	y	y
1667	5.863640669	193.0356367	0.317211004	0.19099349	11.51728828	29.6777626	german	mono	cooled	y	y	y	n	y	y	y	y
1668	7.900288866	109.1288385	0.525141321	0.462939497	17.79446807	28.20769268	fork	colored	uncooled	n	y	y	y	y	n	y	n
1669	4.243425558	426.6435733	2.550677045	0.19129016	17.95242369	26.57736221	german	mono	cooled	n	y	n	y	y	y	y	y
1670	4.461791406	577.4947761	1.839618139	0.527146233	15.55643746	19.78519313	fork	colored	cooled	y	y	y	n	n	y	y	y
1671	0.758869376	577.2606097	2.33521303	0.382703679	20.26696861	16.28635173	fork	mono	cooled	y	y	n	y	n	y	y	y
1672	5.179114625	279.760292	2.065175463	0.27256657	18.83259729	16.00976841	fork	colored	cooled	y	y	y	y	y	y	y	n
1673	2.590765202	64.25084313	2.074788517	0.354016206	13.32133173	13.30533537	fork	mono	cooled	n	y	y	y	n	y	n	y
1674	1.225749958	413.3592162	0.529020941	0.563041532	10.31063571	20.59531795	fork	mono	uncooled	y	y	n	y	y	y	y	y
1675	9.165482212	546.8186473	0.591492185	0.956294714	9.329978812	30.06318065	theodolite	mono	cooled	n	n	y	y	n	y	y	y
1676	9.587615293	356.6216278	2.886309795	0.651023241	23.30475259	28.36654041	fork	colored	cooled	y	y	y	y	y	y	y	y
1677	5.879321923	179.7094161	2.313270625	0.616611595	12.67652518	31.73004973	german	mono	cooled	y	y	y	y	y	y	n	y
1678	0.31276664	343.4767872	1.53581136	0.33950249	11.14386572	30.50134093	theodolite	mono	cooled	y	n	y	y	y	y	y	y
1679	9.118714778	578.2850131	0.85702963	0.862806335	10.0180875	25.87590118	german	mono	cooled	y	y	y	n	y	y	y	y
1680	9.838991357	553.902614	0.869384075	0.89752528	23.23804324	28.60458048	fork	mono	cooled	y	n	y	y	y	y	y	y
1681	8.433734803	491.8148338	0.198745919	0.707643374	19.78433444	18.4322366	theodolite	mono	cooled	y	y	y	y	y	y	n	y
1682	9.147422649	251.9193391	2.365385065	0.38012944	13.27400436	27.82901826	fork	mono	cooled	y	y	y	y	y	n	n	y
1683	2.469269981	454.6902599	0.516178538	0.477771689	24.83523921	27.55097613	fork	colored	cooled	y	y	y	y	n	n	n	y
1684	0.779384935	206.6737188	2.075914786	0.652271086	19.38635398	32.14238733	german	mono	cooled	y	y	y	n	y	y	y	y
1685	3.080094547	27.11584419	0.118517396	0.927733039	22.53589255	13.27917019	fork	mono	cooled	y	y	y	y	y	n	y	y
1686	6.684405915	302.2414732	0.137359371	0.354494672	17.88382028	25.32774982	fork	colored	cooled	y	y	y	y	y	n	y	y
1687	3.196140615	236.7722468	1.746957764	0.345046021	11.26739534	26.49224072	fork	colored	cooled	y	y	y	y	y	y	n	n
1688	2.026016238	466.7754141	0.88134618	0.253682378	11.84333358	21.03685552	fork	mono	cooled	y	y	n	y	n	y	y	y
1689	1.385130709	65.08552634	1.22506579	0.856433617	9.351708675	26.02550751	fork	colored	cooled	y	y	y	y	y	y	y	n
1690	8.284086694	230.0519989	1.279028914	0.400934552	23.88369131	34.19705304	fork	colored	cooled	y	y	y	y	y	y	n	n
1691	9.408500209	196.5750629	1.210110139	0.422394442	14.54711884	29.30779938	fork	colored	cooled	y	n	n	y	y	y	y	n
1692	5.953992063	335.3221974	1.231457048	0.868080562	17.57501569	17.17443901	theodolite	mono	cooled	y	n	n	y	y	y	y	n
1693	1.958818496	595.6346118	0.80409168	0.812811553	18.26627895	31.07907981	fork	colored	cooled	y	n	y	y	y	y	y	y
1694	2.182442451	475.5122113	0.827211526	0.982152867	10.23100722	25.27855533	fork	mono	cooled	n	y	n	y	y	y	n	y
1695	2.257381005	431.358299	1.870255247	0.20554352	23.72867412	18.45259101	german	colored	cooled	y	y	y	n	y	y	y	y
1696	8.650143063	351.3562268	1.664365267	0.802946354	13.43687527	25.6265652	fork	mono	cooled	y	n	y	y	y	y	y	y
1697	6.212316232	204.1464237	1.77885302	0.154030862	15.41947972	22.87376113	german	colored	cooled	y	y	y	y	y	y	y	y
1698	9.566276321	227.6486829	1.532524562	0.438994153	13.23008919	17.3696203	theodolite	colored	cooled	y	y	y	y	y	y	y	y
1699	6.320153389	550.2132524	2.523973593	0.76445791	23.76380211	14.72243904	fork	mono	cooled	n	y	n	y	y	y	y	y
1700	7.147566899	512.9482397	1.920304158	0.573014792	11.49444461	19.4273435	fork	mono	cooled	n	n	y	y	n	y	y	y
1701	9.353626841	22.8272426	2.252614392	0.652696255	18.53116354	18.87957581	fork	colored	cooled	y	y	y	y	y	y	y	y
1702	0.188783844	434.2443554	1.739209579	0.732705765	14.62328915	27.75518184	fork	mono	cooled	n	n	y	y	n	y	n	y
1703	8.0039687	292.3693109	2.899738891	0.38557984	15.81450208	15.47916122	theodolite	mono	cooled	y	n	y	y	y	y	y	y
1704	3.897119279	222.2755871	0.658029801	0.477717907	18.40868735	18.61140678	german	mono	cooled	y	n	n	y	y	y	y	y
1705	9.679969774	104.7416227	2.146966888	0.332460795	14.26414849	13.64692871	german	mono	cooled	n	y	y	y	y	y	y	y
1706	5.906244733	156.6157182	1.143625264	0.140940503	9.212918966	24.01252284	german	mono	cooled	y	y	y	y	y	y	y	y
1707	6.517223664	267.6009914	2.148663362	0.24343739	17.72317181	25.54690969	fork	mono	cooled	y	y	y	n	y	y	y	n
1708	1.509099128	181.8283997	2.453354036	0.86907774	19.12301916	16.23228276	fork	colored	uncooled	y	y	y	y	y	y	y	y
1709	4.507194763	203.4635833	1.862957523	0.81679716	24.81335095	34.43179112	fork	mono	cooled	y	y	y	y	y	n	y	y
1710	7.933790711	325.2816849	2.736963269	0.673824879	15.60100258	14.75900217	fork	mono	cooled	y	y	y	y	y	y	y	y
1711	3.235345392	104.7477721	1.812525157	0.864437788	8.629799923	22.820618	german	mono	cooled	y	y	y	y	y	n	y	y
1712	6.349432471	478.2503493	2.461816986	0.543221559	16.59164771	15.71100547	fork	mono	uncooled	y	y	y	y	y	y	n	y
1713	8.27648835	43.54204744	2.056963148	0.329126751	8.145355243	31.00345651	theodolite	mono	cooled	y	y	y	y	y	y	y	n
1714	5.170829613	106.9467828	1.618904083	0.63260166	17.35883707	25.07998298	fork	mono	cooled	y	y	n	y	y	y	y	y
1715	7.610080229	366.9477959	2.216437935	0.194891405	11.05328444	29.81184103	fork	colored	cooled	y	n	y	y	y	y	y	y
1716	2.810760283	5.232815456	0.722834625	0.22262152	9.080989205	21.81556047	fork	mono	cooled	n	n	y	y	y	y	y	y
1717	3.092674785	541.2629813	1.528806401	0.11166852	15.77882667	29.23483753	theodolite	mono	cooled	y	n	y	n	y	y	y	y
1718	6.580271066	331.8679685	0.876755005	0.133819428	20.54969646	24.61991166	fork	mono	cooled	y	y	y	y	y	y	y	n
1719	6.353105995	436.4025418	1.726832558	0.679233795	14.90413127	17.60219864	theodolite	mono	cooled	y	y	y	n	y	y	y	n
1720	9.167831858	95.06781485	1.517017064	0.960075559	17.7636536	33.6596036	german	colored	uncooled	n	y	n	y	y	y	y	y
1721	7.396344281	36.73840917	1.063606455	0.766682314	22.22445783	20.18468931	fork	mono	cooled	n	y	y	y	y	y	y	n
1722	2.176816236	67.93291884	2.320463615	0.133520242	14.18991251	24.7461868	theodolite	mono	cooled	y	y	y	y	n	y	y	y
1723	4.906343065	198.0222783	0.934736683	0.475548422	23.5841224	29.85661052	theodolite	mono	cooled	y	y	y	y	y	y	y	n
1724	4.351889313	133.5876759	2.904797922	0.923909208	11.52771806	30.22778168	theodolite	mono	cooled	y	y	y	y	y	y	y	y
1725	8.096613044	347.5009525	1.024069697	0.585603332	15.2075319	20.95551297	theodolite	mono	cooled	y	y	y	y	n	n	y	y
1726	4.363366689	413.5393235	2.182823521	0.531434723	13.46522427	23.20131033	theodolite	mono	cooled	y	y	y	n	y	y	n	y
1727	5.346175943	585.5373592	0.191352439	0.483637385	24.52655335	28.09749034	german	mono	cooled	y	y	y	y	y	y	y	n
1728	4.473140019	290.9395455	2.092330591	0.206881731	15.61791948	33.4563224	fork	mono	cooled	y	y	n	y	y	n	y	y
1729	1.474946435	520.7247529	2.634065607	0.790003542	22.80995234	19.20199235	fork	mono	cooled	y	y	y	y	n	y	y	y
1730	7.22456536	567.7126197	1.118872089	0.189963146	11.61886633	20.43118897	german	mono	cooled	y	y	y	y	y	n	y	y
1731	3.060791596	93.79912434	2.515128589	0.257640633	21.07689191	27.16901206	german	colored	uncooled	n	y	y	y	y	y	y	y
1732	2.915208373	479.5854882	2.552805878	0.117570057	17.03046679	12.88505666	theodolite	colored	cooled	y	y	y	y	y	y	n	y
1733	1.376988294	529.5887637	1.031124608	0.239956816	22.95935184	17.77298503	theodolite	mono	cooled	y	y	y	y	y	n	n	y
1734	9.295424778	444.1101339	0.565904964	0.15749789	23.87085769	30.10704212	german	mono	cooled	n	y	y	y	y	y	y	y
1735	3.129337453	587.2510285	2.463968194	0.677746026	13.04092509	12.73577957	german	colored	cooled	y	n	y	y	y	n	y	y
1736	3.430682645	241.9572333	0.469050107	0.58436114	20.26198752	24.89317007	fork	colored	cooled	y	y	y	y	n	y	y	y
1737	9.02398876	103.6623045	0.865795324	0.74311771	23.81941458	33.53898716	theodolite	mono	cooled	y	y	n	y	y	n	y	n
1738	1.976206953	582.8630311	1.41591524	0.999673625	21.60484376	23.61392224	theodolite	mono	cooled	y	n	y	y	y	y	y	y
1739	5.870816337	452.934669	0.478374463	0.886576818	8.566090341	20.2521566	german	mono	cooled	y	y	y	y	y	y	y	y
1740	8.203175635	535.118303	1.58983072	0.926018069	17.70186487	26.10877812	fork	mono	cooled	y	y	n	y	y	y	y	n
1741	0.305300686	359.593388	1.922298599	0.355179139	11.5339667	14.26902418	theodolite	mono	cooled	n	y	y	y	n	y	y	y
1742	4.796965784	463.3813459	2.565280968	0.231895391	17.27807901	14.69659572	fork	mono	cooled	y	y	y	y	y	y	n	y
1743	3.931185578	313.4762153	1.665127401	0.1074261	22.29063039	16.59511149	fork	colored	cooled	n	y	y	y	y	y	y	y
1744	7.05716952	306.2814718	2.983167213	0.718875606	10.95771038	28.50525127	german	mono	cooled	y	y	y	y	y	n	y	y
1745	3.15372823	336.0737414	1.210283833	0.24947926	11.45545584	29.28054843	fork	mono	cooled	y	y	y	y	n	y	n	y
1746	6.643776191	104.6920306	1.66198972	0.250569852	12.93041863	22.5122088	theodolite	mono	cooled	y	y	n	y	y	y	n	n
1747	3.044870323	168.4115942	2.067315958	0.295858364	12.71965783	25.13638718	fork	mono	cooled	y	y	y	y	y	y	y	n
