PID	title	project_type	PI	description	aperture_upper_limit	aperture_lower_limit	FoV_upper_limit	FoV_lower_limit	pixel_scale_upper_limit_(/pix)	pixel_scale_lower_limit_(/pix)	mount_type(german,fork,theodolite)	camera_type_(colored,mono)	camera_type(cooled,uncooled)	Johnson_B	Johnson_V	Johnson_R	SDSS_u	SDSS_g	SDSS_r	SDSS_i	SDSS_z
565	Observe Star 85	regular	330	Observe Star 85 73 times	30	30	600	1	3	0.1	german	mono	cooled	n	y	n	y	n	y	n	y
566	Observe Supernova 109	transient	311	Observe Supernova 109 39 times	30	30	600	1	3	0.1	fork	colored	cooled	n	y	n	y	n	y	n	n
567	Observe Supernova 110	regular	912	Observe Supernova 110 7 times	30	30	600	1	3	0.1	theodolite	mono	uncooled	y	y	y	n	n	n	n	y
568	Observe Exoplanets 175	transient	475	Observe Exoplanets 175 55 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	n	y	y	y	n	y	y
569	Observe Supernova 111	regular	628	Observe Supernova 111 5 times	30	30	600	1	3	0.1	german	mono	cooled	y	y	y	y	y	n	y	y
570	Observe GRB 57	regular	914	Observe GRB 57 40 times	30	30	600	1	3	0.1	fork	colored	cooled	y	y	y	y	y	n	y	y
571	Observe Exoplanets 176	regular	900	Observe Exoplanets 176 39 times	30	30	600	1	3	0.1	fork	colored	uncooled	y	y	n	y	y	y	y	y
572	Observe Star 86	regular	412	Observe Star 86 47 times	30	30	600	1	3	0.1	theodolite	mono	cooled	y	y	y	y	y	n	y	y
573	Observe GRB 58	target_of_opportunity	895	Observe GRB 58 78 times	30	30	600	1	3	0.1	german	mono	cooled	y	n	y	y	y	n	n	y
574	Observe Star 87	transient	288	Observe Star 87 31 times	30	30	600	1	3	0.1	fork	colored	cooled	n	y	y	y	y	n	y	y
575	Observe GRB 59	transient	73	Observe GRB 59 69 times	30	30	600	1	3	0.1	fork	mono	cooled	n	y	y	y	y	y	y	y
576	Observe Supernova 112	regular	723	Observe Supernova 112 66 times	30	30	600	1	3	0.1	theodolite	colored	uncooled	y	n	y	y	n	y	y	y
577	Observe Star 88	target_of_opportunity	860	Observe Star 88 53 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	y	y	y	y	y	y	n
578	Observe GRB 60	regular	288	Observe GRB 60 39 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	y	y	y	n	n
579	Observe Exoplanets 177	regular	541	Observe Exoplanets 177 71 times	30	30	600	1	3	0.1	theodolite	mono	cooled	y	y	n	n	y	y	n	y
580	Observe Supernova 113	regular	515	Observe Supernova 113 15 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	y	y	y	y	n	y	y
581	Observe Star 89	regular	56	Observe Star 89 41 times	30	30	600	1	3	0.1	german	mono	cooled	n	n	y	y	y	y	y	y
582	Observe Asteriods 32	target_of_opportunity	468	Observe Asteriods 32 34 times	30	30	600	1	3	0.1	fork	colored	cooled	y	y	y	y	y	y	y	y
583	Observe Exoplanets 178	transient	143	Observe Exoplanets 178 62 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	y	n	n	n	n	y	y
584	Observe Exoplanets 179	regular	824	Observe Exoplanets 179 52 times	30	30	600	1	3	0.1	theodolite	colored	cooled	y	y	y	y	y	y	n	y
585	Observe Star 90	regular	861	Observe Star 90 6 times	30	30	600	1	3	0.1	fork	mono	cooled	y	n	y	y	y	n	y	y
586	Observe Exoplanets 180	regular	398	Observe Exoplanets 180 73 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	n	y	y	y	y	y	y
587	Observe Exoplanets 181	regular	41	Observe Exoplanets 181 81 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	y	y	y	y	y
588	Observe Comet 28	target_of_opportunity	72	Observe Comet 28 90 times	30	30	600	1	3	0.1	german	mono	cooled	n	y	y	y	n	y	y	y
589	Observe Exoplanets 182	regular	839	Observe Exoplanets 182 47 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	y	y	y	n	y
590	Observe Comet 29	regular	921	Observe Comet 29 78 times	30	30	600	1	3	0.1	german	colored	cooled	y	y	y	y	n	y	y	n
591	Observe Star 91	regular	358	Observe Star 91 45 times	30	30	600	1	3	0.1	fork	colored	cooled	n	y	y	y	n	n	y	y
592	Observe Supernova 114	regular	111	Observe Supernova 114 0 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	n	n	y	y	n
593	Observe Galaxy 86	regular	870	Observe Galaxy 86 89 times	30	30	600	1	3	0.1	theodolite	colored	cooled	n	y	y	y	y	n	y	y
594	Observe Galaxy 87	regular	929	Observe Galaxy 87 5 times	30	30	600	1	3	0.1	german	colored	cooled	y	y	y	y	y	n	y	n
595	Observe Exoplanets 183	regular	212	Observe Exoplanets 183 30 times	30	30	600	1	3	0.1	german	mono	cooled	y	y	y	n	y	n	y	y
596	Observe GRB 61	regular	179	Observe GRB 61 96 times	30	30	600	1	3	0.1	german	mono	cooled	y	y	n	y	y	y	y	y
597	Observe Supernova 115	regular	919	Observe Supernova 115 34 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	n	y	n	y	y
598	Observe Galaxy 88	regular	814	Observe Galaxy 88 29 times	30	30	600	1	3	0.1	fork	mono	cooled	y	n	y	n	n	y	y	n
599	Observe Star 92	regular	661	Observe Star 92 66 times	30	30	600	1	3	0.1	theodolite	colored	uncooled	y	y	y	y	y	y	y	y
600	Observe Star 93	regular	0	Observe Star 93 43 times	30	30	600	1	3	0.1	theodolite	mono	uncooled	y	y	y	y	n	y	y	y
601	Observe Exoplanets 184	target_of_opportunity	615	Observe Exoplanets 184 61 times	30	30	600	1	3	0.1	fork	colored	cooled	y	n	y	y	y	y	y	y
602	Observe Exoplanets 185	regular	668	Observe Exoplanets 185 33 times	30	30	600	1	3	0.1	german	colored	cooled	n	n	y	y	y	y	y	y
603	Observe Asteriods 33	regular	215	Observe Asteriods 33 29 times	30	30	600	1	3	0.1	german	mono	cooled	n	y	y	y	y	y	y	y
604	Observe Asteriods 34	regular	561	Observe Asteriods 34 79 times	30	30	600	1	3	0.1	german	colored	cooled	y	y	y	y	y	y	y	y
605	Observe Galaxy 89	regular	570	Observe Galaxy 89 29 times	30	30	600	1	3	0.1	german	mono	uncooled	y	y	y	y	y	y	y	y
606	Observe Asteriods 35	regular	353	Observe Asteriods 35 68 times	30	30	600	1	3	0.1	german	mono	uncooled	y	y	y	y	y	y	n	y
607	Observe Exoplanets 186	regular	654	Observe Exoplanets 186 36 times	30	30	600	1	3	0.1	german	mono	cooled	y	n	y	n	y	y	y	n
608	Observe Exoplanets 187	transient	989	Observe Exoplanets 187 3 times	30	30	600	1	3	0.1	fork	mono	cooled	y	n	y	y	y	n	y	y
609	Observe Star 94	regular	160	Observe Star 94 6 times	30	30	600	1	3	0.1	german	mono	cooled	y	y	y	y	y	n	y	n
610	Observe Supernova 116	regular	190	Observe Supernova 116 4 times	30	30	600	1	3	0.1	fork	mono	cooled	n	n	y	y	y	n	y	y
611	Observe Star 95	regular	124	Observe Star 95 74 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	y	y	y	y	y
612	Observe Star 96	transient	663	Observe Star 96 42 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	n	y	n	y	y
613	Observe Supernova 117	regular	475	Observe Supernova 117 31 times	30	30	600	1	3	0.1	fork	mono	uncooled	n	y	y	y	y	y	y	y
614	Observe Star 97	regular	257	Observe Star 97 51 times	30	30	600	1	3	0.1	fork	colored	uncooled	y	y	y	n	y	y	y	y
615	Observe Exoplanets 188	transient	211	Observe Exoplanets 188 70 times	30	30	600	1	3	0.1	theodolite	mono	cooled	y	y	y	y	y	n	y	y
616	Observe Exoplanets 189	transient	206	Observe Exoplanets 189 77 times	30	30	600	1	3	0.1	fork	mono	cooled	n	n	y	y	y	y	y	y
617	Observe GRB 62	regular	228	Observe GRB 62 98 times	30	30	600	1	3	0.1	german	colored	cooled	y	n	y	y	y	y	y	n
618	Observe Supernova 118	regular	412	Observe Supernova 118 78 times	30	30	600	1	3	0.1	german	colored	cooled	n	y	y	y	y	y	y	n
619	Observe Comet 30	regular	607	Observe Comet 30 83 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	y	y	y	y	y
620	Observe Exoplanets 190	regular	548	Observe Exoplanets 190 21 times	30	30	600	1	3	0.1	fork	colored	cooled	y	y	n	n	n	y	y	y
621	Observe Exoplanets 191	regular	544	Observe Exoplanets 191 70 times	30	30	600	1	3	0.1	fork	colored	cooled	y	n	y	y	n	y	n	n
622	Observe Supernova 119	regular	199	Observe Supernova 119 86 times	30	30	600	1	3	0.1	theodolite	mono	cooled	y	y	n	n	y	y	y	n
623	Observe Exoplanets 192	regular	282	Observe Exoplanets 192 57 times	30	30	600	1	3	0.1	german	colored	cooled	y	y	y	y	n	y	y	y
624	Observe Supernova 120	regular	300	Observe Supernova 120 6 times	30	30	600	1	3	0.1	theodolite	mono	cooled	n	n	y	y	y	y	y	y
625	Observe GRB 63	regular	634	Observe GRB 63 45 times	30	30	600	1	3	0.1	german	mono	cooled	n	y	y	y	y	y	y	y
626	Observe Galaxy 90	regular	49	Observe Galaxy 90 8 times	30	30	600	1	3	0.1	fork	mono	cooled	n	n	y	y	y	y	y	y
627	Observe GRB 64	regular	255	Observe GRB 64 88 times	30	30	600	1	3	0.1	fork	mono	cooled	y	n	y	y	y	y	y	n
628	Observe Supernova 121	regular	192	Observe Supernova 121 3 times	30	30	600	1	3	0.1	theodolite	mono	uncooled	y	y	n	y	n	y	n	y
629	Observe Supernova 122	regular	98	Observe Supernova 122 41 times	30	30	600	1	3	0.1	german	mono	cooled	y	y	n	y	y	y	y	y
630	Observe Star 98	regular	12	Observe Star 98 90 times	30	30	600	1	3	0.1	theodolite	colored	cooled	y	y	n	y	y	y	y	n
631	Observe Galaxy 91	regular	168	Observe Galaxy 91 80 times	30	30	600	1	3	0.1	german	mono	cooled	n	y	n	n	n	n	y	y
632	Observe Supernova 123	transient	683	Observe Supernova 123 27 times	30	30	600	1	3	0.1	german	mono	uncooled	y	y	n	y	n	y	y	y
633	Observe Exoplanets 193	regular	285	Observe Exoplanets 193 99 times	30	30	600	1	3	0.1	fork	mono	cooled	n	y	y	n	y	n	y	y
634	Observe Galaxy 92	regular	342	Observe Galaxy 92 86 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	y	y	y	y	y	y	y
635	Observe Supernova 124	transient	727	Observe Supernova 124 45 times	30	30	600	1	3	0.1	theodolite	mono	cooled	y	y	y	y	y	y	y	n
636	Observe Star 99	regular	223	Observe Star 99 58 times	30	30	600	1	3	0.1	fork	colored	uncooled	y	n	y	y	y	y	y	y
637	Observe GRB 65	regular	506	Observe GRB 65 94 times	30	30	600	1	3	0.1	theodolite	mono	cooled	y	y	y	y	y	y	y	y
638	Observe Exoplanets 194	regular	442	Observe Exoplanets 194 7 times	30	30	600	1	3	0.1	theodolite	mono	cooled	y	y	n	y	y	y	y	y
639	Observe Supernova 125	regular	459	Observe Supernova 125 11 times	30	30	600	1	3	0.1	fork	colored	cooled	y	n	y	y	n	n	y	y
640	Observe Asteriods 36	regular	661	Observe Asteriods 36 15 times	30	30	600	1	3	0.1	fork	colored	uncooled	y	y	y	y	y	y	y	n
641	Observe Star 100	target_of_opportunity	51	Observe Star 100 80 times	30	30	600	1	3	0.1	fork	mono	cooled	y	n	y	y	y	n	n	y
642	Observe Exoplanets 195	regular	560	Observe Exoplanets 195 37 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	n	y	y	y	y	y
643	Observe Galaxy 93	regular	928	Observe Galaxy 93 13 times	30	30	600	1	3	0.1	german	colored	uncooled	y	y	y	y	y	n	y	n
644	Observe Star 101	transient	466	Observe Star 101 11 times	30	30	600	1	3	0.1	german	mono	uncooled	y	y	y	y	y	y	y	y
645	Observe Exoplanets 196	transient	165	Observe Exoplanets 196 26 times	30	30	600	1	3	0.1	theodolite	colored	uncooled	n	y	y	y	y	y	y	y
646	Observe Star 102	transient	395	Observe Star 102 62 times	30	30	600	1	3	0.1	german	mono	uncooled	y	n	y	y	y	y	n	n
647	Observe Supernova 126	regular	678	Observe Supernova 126 27 times	30	30	600	1	3	0.1	fork	colored	uncooled	y	y	y	y	y	y	y	n
648	Observe Star 103	regular	578	Observe Star 103 27 times	30	30	600	1	3	0.1	german	mono	cooled	n	y	y	y	y	y	n	y
649	Observe Supernova 127	transient	684	Observe Supernova 127 25 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	y	y	y	y	y
650	Observe Comet 31	transient	210	Observe Comet 31 79 times	30	30	600	1	3	0.1	fork	colored	cooled	y	y	y	y	y	y	y	y
651	Observe GRB 66	transient	724	Observe GRB 66 49 times	30	30	600	1	3	0.1	theodolite	mono	uncooled	y	y	n	y	n	n	y	y
652	Observe Exoplanets 197	regular	307	Observe Exoplanets 197 66 times	30	30	600	1	3	0.1	fork	colored	cooled	y	y	y	y	y	y	y	y
653	Observe Exoplanets 198	regular	444	Observe Exoplanets 198 70 times	30	30	600	1	3	0.1	german	mono	uncooled	y	y	y	y	n	y	n	y
654	Observe Exoplanets 199	target_of_opportunity	340	Observe Exoplanets 199 50 times	30	30	600	1	3	0.1	fork	mono	cooled	n	n	y	y	y	y	y	y
655	Observe Star 104	regular	52	Observe Star 104 60 times	30	30	600	1	3	0.1	german	colored	cooled	y	y	y	y	n	y	y	y
656	Observe Supernova 128	regular	758	Observe Supernova 128 48 times	30	30	600	1	3	0.1	fork	colored	cooled	y	y	y	y	y	y	y	y
657	Observe Galaxy 94	regular	473	Observe Galaxy 94 99 times	30	30	600	1	3	0.1	theodolite	colored	uncooled	y	y	y	n	y	y	y	y
658	Observe Exoplanets 200	transient	209	Observe Exoplanets 200 49 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	y	y	y	n	y	n	n
659	Observe Galaxy 95	regular	984	Observe Galaxy 95 13 times	30	30	600	1	3	0.1	german	mono	uncooled	y	y	y	y	y	y	y	y
660	Observe Exoplanets 201	regular	291	Observe Exoplanets 201 5 times	30	30	600	1	3	0.1	theodolite	mono	cooled	y	y	y	y	y	y	y	y
661	Observe Exoplanets 202	regular	563	Observe Exoplanets 202 94 times	30	30	600	1	3	0.1	german	mono	cooled	y	y	n	y	y	y	y	y
662	Observe Supernova 129	transient	930	Observe Supernova 129 32 times	30	30	600	1	3	0.1	german	mono	cooled	y	y	y	y	y	y	y	y
663	Observe Exoplanets 203	target_of_opportunity	210	Observe Exoplanets 203 67 times	30	30	600	1	3	0.1	fork	mono	cooled	n	y	y	y	y	y	y	y
664	Observe Galaxy 96	regular	150	Observe Galaxy 96 94 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	y	y	y	y	n
665	Observe Exoplanets 204	regular	256	Observe Exoplanets 204 74 times	30	30	600	1	3	0.1	theodolite	mono	cooled	y	y	y	y	n	n	n	y
666	Observe Supernova 130	regular	382	Observe Supernova 130 64 times	30	30	600	1	3	0.1	theodolite	mono	uncooled	y	n	y	y	y	y	y	y
667	Observe Galaxy 97	transient	164	Observe Galaxy 97 31 times	30	30	600	1	3	0.1	german	mono	cooled	y	y	y	y	n	n	y	n
668	Observe Exoplanets 205	transient	517	Observe Exoplanets 205 90 times	30	30	600	1	3	0.1	theodolite	colored	uncooled	y	n	y	y	y	y	y	y
669	Observe GRB 67	transient	767	Observe GRB 67 94 times	30	30	600	1	3	0.1	theodolite	colored	cooled	y	y	n	y	y	y	y	y
670	Observe GRB 68	regular	285	Observe GRB 68 54 times	30	30	600	1	3	0.1	theodolite	mono	cooled	n	n	y	y	y	y	y	y
671	Observe Exoplanets 206	transient	367	Observe Exoplanets 206 9 times	30	30	600	1	3	0.1	german	mono	uncooled	y	n	y	y	y	y	y	y
672	Observe Star 105	regular	862	Observe Star 105 5 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	n	y	y	y	y	y
673	Observe Star 106	regular	172	Observe Star 106 63 times	30	30	600	1	3	0.1	german	mono	uncooled	y	y	y	y	n	y	n	y
674	Observe Supernova 131	regular	885	Observe Supernova 131 44 times	30	30	600	1	3	0.1	theodolite	mono	cooled	y	y	n	n	y	y	y	y
675	Observe Exoplanets 207	transient	162	Observe Exoplanets 207 21 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	y	n	y	y	y	y	y
676	Observe Exoplanets 208	target_of_opportunity	82	Observe Exoplanets 208 6 times	30	30	600	1	3	0.1	theodolite	mono	cooled	y	y	y	y	y	y	y	n
677	Observe Star 107	regular	948	Observe Star 107 23 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	n	y	y	y	y
678	Observe Exoplanets 209	regular	487	Observe Exoplanets 209 71 times	30	30	600	1	3	0.1	theodolite	mono	cooled	y	y	y	y	y	y	y	y
679	Observe Galaxy 98	transient	404	Observe Galaxy 98 0 times	30	30	600	1	3	0.1	theodolite	mono	uncooled	n	y	y	y	y	y	y	y
680	Observe Asteriods 37	transient	765	Observe Asteriods 37 95 times	30	30	600	1	3	0.1	theodolite	mono	uncooled	n	y	y	y	y	y	n	n
681	Observe Star 108	regular	239	Observe Star 108 21 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	y	n	y	y	y
682	Observe GRB 69	regular	738	Observe GRB 69 15 times	30	30	600	1	3	0.1	fork	mono	cooled	y	n	y	y	y	y	y	y
683	Observe Exoplanets 210	regular	690	Observe Exoplanets 210 50 times	30	30	600	1	3	0.1	theodolite	mono	cooled	y	n	y	y	y	y	y	y
684	Observe GRB 70	regular	439	Observe GRB 70 75 times	30	30	600	1	3	0.1	theodolite	mono	cooled	n	n	y	y	y	n	y	y
685	Observe GRB 71	regular	794	Observe GRB 71 37 times	30	30	600	1	3	0.1	fork	colored	uncooled	y	y	n	y	y	y	y	y
686	Observe Star 109	transient	972	Observe Star 109 91 times	30	30	600	1	3	0.1	german	mono	cooled	y	y	y	n	y	y	y	y
687	Observe Asteriods 38	regular	160	Observe Asteriods 38 69 times	30	30	600	1	3	0.1	fork	colored	cooled	y	n	y	y	y	y	n	n
688	Observe Comet 32	regular	242	Observe Comet 32 30 times	30	30	600	1	3	0.1	german	mono	cooled	y	n	n	y	y	y	y	y
689	Observe Exoplanets 211	regular	566	Observe Exoplanets 211 34 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	y	y	n	n	y	y	n
690	Observe Galaxy 99	regular	664	Observe Galaxy 99 2 times	30	30	600	1	3	0.1	theodolite	mono	cooled	y	n	y	y	y	y	y	y
691	Observe Exoplanets 212	target_of_opportunity	483	Observe Exoplanets 212 45 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	n	y	y	y	n
692	Observe Exoplanets 213	transient	224	Observe Exoplanets 213 74 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	y	y	n	n	y	y	y
693	Observe Exoplanets 214	target_of_opportunity	796	Observe Exoplanets 214 20 times	30	30	600	1	3	0.1	german	mono	cooled	y	y	y	y	y	y	y	n
694	Observe Exoplanets 215	regular	385	Observe Exoplanets 215 9 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	n	y	y	y	y	n
695	Observe Supernova 132	regular	322	Observe Supernova 132 76 times	30	30	600	1	3	0.1	fork	colored	cooled	y	y	y	y	n	n	y	y
696	Observe Exoplanets 216	regular	108	Observe Exoplanets 216 88 times	30	30	600	1	3	0.1	german	mono	cooled	y	y	n	y	y	n	y	y
697	Observe Exoplanets 217	transient	863	Observe Exoplanets 217 82 times	30	30	600	1	3	0.1	german	mono	uncooled	y	y	y	y	y	y	y	y
698	Observe Exoplanets 218	regular	98	Observe Exoplanets 218 94 times	30	30	600	1	3	0.1	theodolite	colored	cooled	y	y	y	y	y	y	y	y
699	Observe Supernova 133	regular	915	Observe Supernova 133 89 times	30	30	600	1	3	0.1	fork	colored	uncooled	n	n	y	y	y	y	y	y
700	Observe Star 110	transient	529	Observe Star 110 45 times	30	30	600	1	3	0.1	fork	colored	cooled	y	y	n	y	y	y	y	y
701	Observe Galaxy 100	regular	948	Observe Galaxy 100 82 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	n	y	y	y	y	y
702	Observe Galaxy 101	transient	322	Observe Galaxy 101 46 times	30	30	600	1	3	0.1	german	mono	cooled	y	y	y	n	y	y	y	y
703	Observe Supernova 134	target_of_opportunity	982	Observe Supernova 134 71 times	30	30	600	1	3	0.1	german	colored	uncooled	y	n	y	y	y	y	y	y
704	Observe Supernova 135	regular	594	Observe Supernova 135 76 times	30	30	600	1	3	0.1	fork	mono	cooled	y	n	n	n	y	y	y	y
705	Observe Asteriods 39	target_of_opportunity	114	Observe Asteriods 39 66 times	30	30	600	1	3	0.1	fork	colored	uncooled	y	y	y	y	y	y	n	y
706	Observe Exoplanets 219	regular	118	Observe Exoplanets 219 71 times	30	30	600	1	3	0.1	theodolite	mono	uncooled	y	n	n	y	y	n	y	y
707	Observe Exoplanets 220	transient	858	Observe Exoplanets 220 83 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	n	y	y	y	y
708	Observe GRB 72	transient	542	Observe GRB 72 19 times	30	30	600	1	3	0.1	theodolite	mono	uncooled	n	y	y	y	y	y	y	y
709	Observe Star 111	regular	419	Observe Star 111 47 times	30	30	600	1	3	0.1	theodolite	mono	cooled	y	y	n	n	y	n	y	y
710	Observe Supernova 136	regular	754	Observe Supernova 136 45 times	30	30	600	1	3	0.1	fork	mono	cooled	y	n	y	y	y	n	y	y
711	Observe Galaxy 102	regular	851	Observe Galaxy 102 43 times	30	30	600	1	3	0.1	theodolite	mono	cooled	n	y	y	n	y	y	n	y
712	Observe Exoplanets 221	target_of_opportunity	439	Observe Exoplanets 221 87 times	30	30	600	1	3	0.1	german	mono	cooled	n	n	n	y	n	y	n	y
713	Observe Supernova 137	regular	665	Observe Supernova 137 55 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	y	y	n	y	n
714	Observe Exoplanets 222	regular	995	Observe Exoplanets 222 47 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	n	y	y	y	y
715	Observe Supernova 138	regular	321	Observe Supernova 138 32 times	30	30	600	1	3	0.1	german	mono	cooled	y	y	y	n	n	y	y	y
716	Observe GRB 73	regular	985	Observe GRB 73 0 times	30	30	600	1	3	0.1	fork	colored	uncooled	y	y	y	n	y	y	y	n
717	Observe Supernova 139	regular	135	Observe Supernova 139 27 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	n	y	y	y	y	n
718	Observe GRB 74	regular	747	Observe GRB 74 6 times	30	30	600	1	3	0.1	german	colored	cooled	y	y	y	y	y	y	y	n
719	Observe Exoplanets 223	regular	558	Observe Exoplanets 223 36 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	y	y	y	y	y	y	y
720	Observe Asteriods 40	target_of_opportunity	648	Observe Asteriods 40 34 times	30	30	600	1	3	0.1	fork	colored	uncooled	y	y	n	n	y	y	y	y
721	Observe GRB 75	regular	97	Observe GRB 75 7 times	30	30	600	1	3	0.1	german	mono	uncooled	y	n	n	y	y	y	y	y
722	Observe Star 112	transient	855	Observe Star 112 90 times	30	30	600	1	3	0.1	theodolite	colored	cooled	y	n	y	y	y	y	y	n
723	Observe Galaxy 103	regular	36	Observe Galaxy 103 45 times	30	30	600	1	3	0.1	german	mono	cooled	y	y	y	y	y	y	n	y
724	Observe Exoplanets 224	transient	812	Observe Exoplanets 224 24 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	n	y	n	y	y	y
725	Observe Star 113	regular	184	Observe Star 113 53 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	y	y	y	y	y	n	y
726	Observe GRB 76	transient	838	Observe GRB 76 23 times	30	30	600	1	3	0.1	theodolite	mono	cooled	y	y	y	y	y	n	y	y
727	Observe GRB 77	regular	206	Observe GRB 77 15 times	30	30	600	1	3	0.1	theodolite	colored	uncooled	y	y	y	y	y	y	y	y
728	Observe Supernova 140	regular	47	Observe Supernova 140 18 times	30	30	600	1	3	0.1	german	colored	uncooled	y	n	y	y	n	y	y	y
729	Observe GRB 78	regular	551	Observe GRB 78 56 times	30	30	600	1	3	0.1	fork	mono	uncooled	n	y	y	y	n	y	y	n
730	Observe Galaxy 104	transient	267	Observe Galaxy 104 36 times	30	30	600	1	3	0.1	theodolite	colored	uncooled	n	n	y	n	y	y	y	y
731	Observe Exoplanets 225	regular	542	Observe Exoplanets 225 61 times	30	30	600	1	3	0.1	german	colored	uncooled	y	y	y	y	y	n	y	y
732	Observe Asteriods 41	transient	737	Observe Asteriods 41 28 times	30	30	600	1	3	0.1	fork	mono	cooled	n	y	n	y	n	y	y	y
733	Observe Exoplanets 226	regular	68	Observe Exoplanets 226 84 times	30	30	600	1	3	0.1	german	mono	cooled	y	y	y	y	y	y	y	y
734	Observe Star 114	regular	713	Observe Star 114 10 times	30	30	600	1	3	0.1	german	mono	uncooled	n	y	y	y	y	n	y	y
735	Observe Exoplanets 227	transient	282	Observe Exoplanets 227 42 times	30	30	600	1	3	0.1	theodolite	mono	cooled	n	n	n	n	n	y	y	n
736	Observe Galaxy 105	target_of_opportunity	15	Observe Galaxy 105 9 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	y	n	y	y	y	n	n
737	Observe GRB 79	regular	253	Observe GRB 79 23 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	y	y	n	y	y	n	n
738	Observe Exoplanets 228	regular	119	Observe Exoplanets 228 39 times	30	30	600	1	3	0.1	german	mono	cooled	y	y	y	y	y	y	y	y
739	Observe Galaxy 106	regular	656	Observe Galaxy 106 10 times	30	30	600	1	3	0.1	theodolite	colored	uncooled	y	n	n	y	y	n	y	y
740	Observe Star 115	regular	189	Observe Star 115 3 times	30	30	600	1	3	0.1	fork	colored	cooled	y	y	y	y	n	n	y	y
741	Observe Galaxy 107	transient	936	Observe Galaxy 107 86 times	30	30	600	1	3	0.1	german	colored	cooled	n	y	n	n	y	n	n	y
742	Observe GRB 80	transient	917	Observe GRB 80 26 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	n	y	n	y	y	y
743	Observe Supernova 141	regular	297	Observe Supernova 141 97 times	30	30	600	1	3	0.1	fork	colored	cooled	y	y	y	y	n	y	y	y
744	Observe Exoplanets 229	regular	648	Observe Exoplanets 229 18 times	30	30	600	1	3	0.1	theodolite	mono	uncooled	y	n	y	y	y	y	y	y
745	Observe Exoplanets 230	regular	465	Observe Exoplanets 230 35 times	30	30	600	1	3	0.1	german	mono	uncooled	y	y	n	n	y	y	y	y
746	Observe Asteriods 42	transient	890	Observe Asteriods 42 35 times	30	30	600	1	3	0.1	fork	colored	cooled	y	y	y	n	y	y	y	y
747	Observe Exoplanets 231	regular	272	Observe Exoplanets 231 46 times	30	30	600	1	3	0.1	german	mono	uncooled	y	y	n	y	y	y	y	y
748	Observe Star 116	regular	376	Observe Star 116 97 times	30	30	600	1	3	0.1	fork	mono	cooled	y	n	y	y	y	n	y	y
749	Observe GRB 81	regular	292	Observe GRB 81 47 times	30	30	600	1	3	0.1	theodolite	colored	cooled	n	y	y	y	n	y	y	y
750	Observe Galaxy 108	transient	423	Observe Galaxy 108 59 times	30	30	600	1	3	0.1	fork	mono	cooled	y	n	y	y	n	n	y	y
751	Observe GRB 82	regular	583	Observe GRB 82 19 times	30	30	600	1	3	0.1	german	colored	cooled	y	n	n	y	y	y	y	y
752	Observe GRB 83	target_of_opportunity	863	Observe GRB 83 13 times	30	30	600	1	3	0.1	german	colored	cooled	y	y	y	y	y	y	y	y
753	Observe Asteriods 43	regular	968	Observe Asteriods 43 8 times	30	30	600	1	3	0.1	fork	mono	uncooled	n	y	y	y	y	y	y	y
754	Observe GRB 84	transient	502	Observe GRB 84 1 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	n	y	y	n	y	y	n
