PhaveT_ID	PID	TID	Johnson_B	Johnson_V	Johnson_R	SDSS_u	SDSS_g	SDSS_r	SDSS_i	SDSS_z
89268	860	2916	n	n	n	n	n	n	n	n
89269	860	2935	n	n	n	n	n	n	n	n
89270	860	3076	n	n	n	n	n	n	n	n
89271	860	3139	n	n	n	n	n	n	n	n
89272	860	3151	n	n	n	n	n	n	n	n
89273	860	3341	n	n	n	n	n	n	n	n
89274	860	3380	n	n	n	n	n	n	n	n
89275	860	3392	n	n	n	n	n	n	n	n
89276	860	3491	n	n	n	n	n	n	n	n
89277	860	3808	n	n	n	n	n	n	n	n
89278	860	3827	n	n	n	n	n	n	n	n
89279	860	3879	n	n	n	n	n	n	n	n
89280	860	3917	n	n	n	n	n	n	n	n
89281	860	3983	n	n	n	n	n	n	n	n
89282	860	4165	n	n	n	n	n	n	n	n
89283	860	4470	n	n	n	n	n	n	n	n
89284	860	4519	n	n	n	n	n	n	n	n
89285	860	4561	n	n	n	n	n	n	n	n
89286	860	5329	n	n	n	n	n	n	n	n
89287	860	5351	n	n	n	n	n	n	n	n
89288	860	5762	n	n	n	n	n	n	n	n
89289	860	5777	n	n	n	n	n	n	n	n
89290	860	5790	n	n	n	n	n	n	n	n
89291	860	5806	n	n	n	n	n	n	n	n
89292	860	5847	n	n	n	n	n	n	n	n
89293	860	5857	n	n	n	n	n	n	n	n
89294	860	6158	n	n	n	n	n	n	n	n
89295	860	6375	n	n	n	n	n	n	n	n
89296	860	6413	n	n	n	n	n	n	n	n
89297	860	6477	n	n	n	n	n	n	n	n
89298	860	6532	n	n	n	n	n	n	n	n
89299	860	6569	n	n	n	n	n	n	n	n
89300	860	6624	n	n	n	n	n	n	n	n
89301	860	6719	n	n	n	n	n	n	n	n
89302	860	6751	n	n	n	n	n	n	n	n
89303	860	6808	n	n	n	n	n	n	n	n
89304	860	6838	n	n	n	n	n	n	n	n
89305	860	6842	n	n	n	n	n	n	n	n
89306	860	6883	n	n	n	n	n	n	n	n
89307	860	6909	n	n	n	n	n	n	n	n
89308	860	7030	n	n	n	n	n	n	n	n
89309	860	7084	n	n	n	n	n	n	n	n
89310	860	7381	n	n	n	n	n	n	n	n
89311	860	7403	n	n	n	n	n	n	n	n
89312	860	7406	n	n	n	n	n	n	n	n
89313	860	7426	n	n	n	n	n	n	n	n
89314	860	7461	n	n	n	n	n	n	n	n
89315	860	7557	n	n	n	n	n	n	n	n
89316	860	7984	n	n	n	n	n	n	n	n
89317	860	8059	n	n	n	n	n	n	n	n
89318	860	8109	n	n	n	n	n	n	n	n
89319	860	8283	n	n	n	n	n	n	n	n
89320	860	8332	n	n	n	n	n	n	n	n
89321	860	8417	n	n	n	n	n	n	n	n
89322	860	8428	n	n	n	n	n	n	n	n
89323	860	8673	n	n	n	n	n	n	n	n
89324	860	8755	n	n	n	n	n	n	n	n
89325	860	8996	n	n	n	n	n	n	n	n
89326	860	9019	n	n	n	n	n	n	n	n
89327	860	9141	n	n	n	n	n	n	n	n
89328	860	9412	n	n	n	n	n	n	n	n
89329	860	9607	n	n	n	n	n	n	n	n
89330	860	9763	n	n	n	n	n	n	n	n
89331	860	9787	n	n	n	n	n	n	n	n
89332	860	9854	n	n	n	n	n	n	n	n
89333	860	9899	n	n	n	n	n	n	n	n
89334	860	9905	n	n	n	n	n	n	n	n
89335	860	9941	n	n	n	n	n	n	n	n
89336	861	28	n	n	y	n	y	y	y	y
89337	861	103	n	n	n	n	n	y	y	y
89338	861	111	n	n	n	n	n	y	y	y
89339	861	193	n	n	n	n	n	y	n	n
89340	861	194	n	n	n	n	n	y	n	n
89341	861	241	n	n	n	n	n	n	n	n
89342	861	246	n	n	n	n	n	n	n	n
89343	861	291	n	n	n	n	n	n	n	n
89344	861	318	n	n	n	n	n	n	n	n
89345	861	543	n	n	n	n	n	n	n	n
89346	861	656	n	n	n	n	n	n	n	n
89347	861	768	n	n	n	n	n	n	n	n
89348	861	937	n	n	n	n	n	n	n	n
89349	861	1005	n	n	n	n	n	n	n	n
89350	861	1089	n	n	n	n	n	n	n	n
89351	861	1208	n	n	n	n	n	n	n	n
89352	861	1490	n	n	n	n	n	n	n	n
89353	861	1597	n	n	n	n	n	n	n	n
89354	861	1740	n	n	n	n	n	n	n	n
89355	861	1767	n	n	n	n	n	n	n	n
89356	861	1836	n	n	n	n	n	n	n	n
89357	861	1841	n	n	n	n	n	n	n	n
89358	861	1975	n	n	n	n	n	n	n	n
89359	861	2226	n	n	n	n	n	n	n	n
89360	861	2235	n	n	n	n	n	n	n	n
89361	861	2292	n	n	n	n	n	n	n	n
89362	861	2519	n	n	n	n	n	n	n	n
89363	861	2552	n	n	n	n	n	n	n	n
89364	861	2676	n	n	n	n	n	n	n	n
89365	861	2695	n	n	n	n	n	n	n	n
89366	861	2718	n	n	n	n	n	n	n	n
89367	861	2753	n	n	n	n	n	n	n	n
89368	861	2808	n	n	n	n	n	n	n	n
89369	861	2857	n	n	n	n	n	n	n	n
89370	861	2965	n	n	n	n	n	n	n	n
89371	861	2974	n	n	n	n	n	n	n	n
89372	861	3113	n	n	n	n	n	n	n	n
89373	861	3305	n	n	n	n	n	n	n	n
89374	861	3339	n	n	n	n	n	n	n	n
89375	861	3384	n	n	n	n	n	n	n	n
89376	861	3537	n	n	n	n	n	n	n	n
89377	861	3557	n	n	n	n	n	n	n	n
89378	861	3610	n	n	n	n	n	n	n	n
89379	861	3626	n	n	n	n	n	n	n	n
89380	861	3908	n	n	n	n	n	n	n	n
89381	861	4020	n	n	n	n	n	n	n	n
89382	861	4232	n	n	n	n	n	n	n	n
89383	861	4246	n	n	n	n	n	n	n	n
89384	861	4364	n	n	n	n	n	n	n	n
89385	861	4540	n	n	n	n	n	n	n	n
89386	861	4619	n	n	n	n	n	n	n	n
89387	861	4760	n	n	n	n	n	n	n	n
89388	861	4792	n	n	n	n	n	n	n	n
89389	861	4810	n	n	n	n	n	n	n	n
89390	861	4813	n	n	n	n	n	n	n	n
89391	861	4892	n	n	n	n	n	n	n	n
89392	861	4991	n	n	n	n	n	n	n	n
89393	861	5138	n	n	n	n	n	n	n	n
89394	861	5267	n	n	n	n	n	n	n	n
89395	861	5312	n	n	n	n	n	n	n	n
89396	861	5505	n	n	n	n	n	n	n	n
89397	861	5523	n	n	n	n	n	n	n	n
89398	861	5538	n	n	n	n	n	n	n	n
89399	861	5555	n	n	n	n	n	n	n	n
89400	861	5836	n	n	n	n	n	n	n	n
89401	861	6093	n	n	n	n	n	n	n	n
89402	861	6311	n	n	n	n	n	n	n	n
89403	861	6361	n	n	n	n	n	n	n	n
89404	861	6376	n	n	n	n	n	n	n	n
89405	861	6442	n	n	n	n	n	n	n	n
89406	861	6520	n	n	n	n	n	n	n	n
89407	861	6646	n	n	n	n	n	n	n	n
89408	861	6673	n	n	n	n	n	n	n	n
89409	861	6794	n	n	n	n	n	n	n	n
89410	861	6893	n	n	n	n	n	n	n	n
89411	861	6894	n	n	n	n	n	n	n	n
89412	861	6940	n	n	n	n	n	n	n	n
89413	861	6947	n	n	n	n	n	n	n	n
89414	861	7025	n	n	n	n	n	n	n	n
89415	861	7060	n	n	n	n	n	n	n	n
89416	861	7116	n	n	n	n	n	n	n	n
89417	861	7355	n	n	n	n	n	n	n	n
89418	861	7573	n	n	n	n	n	n	n	n
89419	861	7650	n	n	n	n	n	n	n	n
89420	861	7728	n	n	n	n	n	n	n	n
89421	861	7866	n	n	n	n	n	n	n	n
89422	861	8206	n	n	n	n	n	n	n	n
89423	861	8220	n	n	n	n	n	n	n	n
89424	861	8222	n	n	n	n	n	n	n	n
89425	861	8280	n	n	n	n	n	n	n	n
89426	861	8296	n	n	n	n	n	n	n	n
89427	861	8317	n	n	n	n	n	n	n	n
89428	861	8489	n	n	n	n	n	n	n	n
89429	861	8530	n	n	n	n	n	n	n	n
89430	861	8559	n	n	n	n	n	n	n	n
89431	861	8666	n	n	n	n	n	n	n	n
89432	861	8780	n	n	n	n	n	n	n	n
89433	861	8911	n	n	n	n	n	n	n	n
89434	861	8916	n	n	n	n	n	n	n	n
89435	861	8966	n	n	n	n	n	n	n	n
89436	861	9212	n	n	n	n	n	n	n	n
89437	861	9264	n	n	n	n	n	n	n	n
89438	861	9315	n	n	n	n	n	n	n	n
89439	861	9316	n	n	n	n	n	n	n	n
89440	861	9320	n	n	n	n	n	n	n	n
89441	861	9333	n	n	n	n	n	n	n	n
89442	861	9350	n	n	n	n	n	n	n	n
89443	861	9408	n	n	n	n	n	n	n	n
89444	861	9482	n	n	n	n	n	n	n	n
89445	861	9564	n	n	n	n	n	n	n	n
89446	861	9796	n	n	n	n	n	n	n	n
89447	861	9864	n	n	n	n	n	n	n	n
89448	862	14	y	y	y	y	n	y	y	n
89449	862	22	y	y	y	y	n	y	y	n
89450	862	234	y	y	y	y	n	y	y	n
89451	862	244	y	y	y	n	n	y	y	n
89452	862	343	y	y	y	n	n	y	y	n
89453	862	413	y	y	y	n	n	y	y	n
89454	862	564	y	n	y	n	n	y	y	n
89455	862	689	y	n	y	n	n	y	y	n
89456	862	721	y	n	y	n	n	y	y	n
89457	862	752	n	n	y	n	n	y	y	n
89458	862	826	n	n	y	n	n	y	y	n
89459	862	941	n	n	y	n	n	y	y	n
89460	862	1276	n	n	n	n	n	n	y	n
89461	862	1312	n	n	n	n	n	n	y	n
89462	862	1605	n	n	n	n	n	n	y	n
89463	862	1800	n	n	n	n	n	n	y	n
89464	862	1805	n	n	n	n	n	n	y	n
89465	862	1810	n	n	n	n	n	n	y	n
89466	862	1917	n	n	n	n	n	n	y	n
89467	862	2034	n	n	n	n	n	n	n	n
89468	862	2138	n	n	n	n	n	n	n	n
89469	862	2182	n	n	n	n	n	n	n	n
89470	862	2302	n	n	n	n	n	n	n	n
89471	862	2418	n	n	n	n	n	n	n	n
89472	862	2462	n	n	n	n	n	n	n	n
89473	862	2464	n	n	n	n	n	n	n	n
89474	862	2483	n	n	n	n	n	n	n	n
89475	862	2963	n	n	n	n	n	n	n	n
89476	862	2969	n	n	n	n	n	n	n	n
89477	862	2976	n	n	n	n	n	n	n	n
89478	862	3035	n	n	n	n	n	n	n	n
89479	862	3478	n	n	n	n	n	n	n	n
89480	862	3509	n	n	n	n	n	n	n	n
89481	862	3674	n	n	n	n	n	n	n	n
89482	862	3733	n	n	n	n	n	n	n	n
89483	862	3758	n	n	n	n	n	n	n	n
89484	862	3851	n	n	n	n	n	n	n	n
89485	862	3931	n	n	n	n	n	n	n	n
89486	862	3982	n	n	n	n	n	n	n	n
89487	862	4106	n	n	n	n	n	n	n	n
89488	862	4156	n	n	n	n	n	n	n	n
89489	862	4434	n	n	n	n	n	n	n	n
89490	862	4528	n	n	n	n	n	n	n	n
89491	862	4709	n	n	n	n	n	n	n	n
89492	862	4964	n	n	n	n	n	n	n	n
89493	862	5028	n	n	n	n	n	n	n	n
89494	862	5156	n	n	n	n	n	n	n	n
89495	862	5189	n	n	n	n	n	n	n	n
89496	862	5194	n	n	n	n	n	n	n	n
89497	862	5290	n	n	n	n	n	n	n	n
89498	862	5326	n	n	n	n	n	n	n	n
89499	862	5453	n	n	n	n	n	n	n	n
89500	862	5481	n	n	n	n	n	n	n	n
89501	862	5584	n	n	n	n	n	n	n	n
89502	862	5667	n	n	n	n	n	n	n	n
89503	862	5767	n	n	n	n	n	n	n	n
89504	862	6047	n	n	n	n	n	n	n	n
89505	862	6085	n	n	n	n	n	n	n	n
89506	862	6095	n	n	n	n	n	n	n	n
89507	862	6167	n	n	n	n	n	n	n	n
89508	862	6198	n	n	n	n	n	n	n	n
89509	862	6300	n	n	n	n	n	n	n	n
89510	862	6382	n	n	n	n	n	n	n	n
89511	862	6460	n	n	n	n	n	n	n	n
89512	862	6466	n	n	n	n	n	n	n	n
89513	862	6491	n	n	n	n	n	n	n	n
89514	862	6496	n	n	n	n	n	n	n	n
89515	862	6747	n	n	n	n	n	n	n	n
89516	862	6787	n	n	n	n	n	n	n	n
89517	862	6794	n	n	n	n	n	n	n	n
89518	862	6821	n	n	n	n	n	n	n	n
89519	862	6843	n	n	n	n	n	n	n	n
89520	862	6861	n	n	n	n	n	n	n	n
89521	862	6892	n	n	n	n	n	n	n	n
89522	862	6912	n	n	n	n	n	n	n	n
89523	862	6980	n	n	n	n	n	n	n	n
89524	862	7027	n	n	n	n	n	n	n	n
89525	862	7139	n	n	n	n	n	n	n	n
89526	862	7437	n	n	n	n	n	n	n	n
89527	862	7453	n	n	n	n	n	n	n	n
89528	862	7529	n	n	n	n	n	n	n	n
89529	862	7652	n	n	n	n	n	n	n	n
89530	862	7686	n	n	n	n	n	n	n	n
89531	862	7872	n	n	n	n	n	n	n	n
89532	862	7881	n	n	n	n	n	n	n	n
89533	862	8010	n	n	n	n	n	n	n	n
89534	862	8050	n	n	n	n	n	n	n	n
89535	862	8053	n	n	n	n	n	n	n	n
89536	862	8322	n	n	n	n	n	n	n	n
89537	862	8331	n	n	n	n	n	n	n	n
89538	862	8359	n	n	n	n	n	n	n	n
89539	862	8529	n	n	n	n	n	n	n	n
89540	862	8769	n	n	n	n	n	n	n	n
89541	862	8988	n	n	n	n	n	n	n	n
89542	862	9017	n	n	n	n	n	n	n	n
89543	862	9037	n	n	n	n	n	n	n	n
89544	862	9131	n	n	n	n	n	n	n	n
89545	862	9370	n	n	n	n	n	n	n	n
89546	862	9388	n	n	n	n	n	n	n	n
89547	862	9439	n	n	n	n	n	n	n	n
89548	862	9510	n	n	n	n	n	n	n	n
89549	862	9644	n	n	n	n	n	n	n	n
89550	862	9699	n	n	n	n	n	n	n	n
89551	862	9707	n	n	n	n	n	n	n	n
89552	862	9950	n	n	n	n	n	n	n	n
89553	863	41	n	y	y	y	n	y	y	n
89554	863	180	n	y	n	y	n	y	y	n
89555	863	187	n	y	n	y	n	n	y	n
89556	863	276	n	y	n	n	n	n	y	n
89557	863	350	n	n	n	n	n	n	y	n
89558	863	507	n	n	n	n	n	n	y	n
89559	863	549	n	n	n	n	n	n	y	n
89560	863	594	n	n	n	n	n	n	y	n
89561	863	667	n	n	n	n	n	n	y	n
89562	863	783	n	n	n	n	n	n	y	n
89563	863	913	n	n	n	n	n	n	y	n
89564	863	988	n	n	n	n	n	n	y	n
89565	863	1106	n	n	n	n	n	n	n	n
89566	863	1114	n	n	n	n	n	n	n	n
89567	863	1152	n	n	n	n	n	n	n	n
89568	863	1167	n	n	n	n	n	n	n	n
89569	863	1395	n	n	n	n	n	n	n	n
89570	863	1585	n	n	n	n	n	n	n	n
89571	863	1618	n	n	n	n	n	n	n	n
89572	863	1768	n	n	n	n	n	n	n	n
89573	863	1855	n	n	n	n	n	n	n	n
89574	863	1961	n	n	n	n	n	n	n	n
89575	863	1986	n	n	n	n	n	n	n	n
89576	863	2047	n	n	n	n	n	n	n	n
89577	863	2147	n	n	n	n	n	n	n	n
89578	863	2399	n	n	n	n	n	n	n	n
89579	863	2500	n	n	n	n	n	n	n	n
89580	863	2556	n	n	n	n	n	n	n	n
89581	863	2736	n	n	n	n	n	n	n	n
89582	863	2858	n	n	n	n	n	n	n	n
89583	863	2937	n	n	n	n	n	n	n	n
89584	863	3096	n	n	n	n	n	n	n	n
89585	863	3350	n	n	n	n	n	n	n	n
89586	863	3357	n	n	n	n	n	n	n	n
89587	863	3408	n	n	n	n	n	n	n	n
89588	863	3589	n	n	n	n	n	n	n	n
89589	863	3655	n	n	n	n	n	n	n	n
89590	863	3743	n	n	n	n	n	n	n	n
89591	863	3806	n	n	n	n	n	n	n	n
89592	863	4039	n	n	n	n	n	n	n	n
89593	863	4049	n	n	n	n	n	n	n	n
89594	863	4183	n	n	n	n	n	n	n	n
89595	863	4208	n	n	n	n	n	n	n	n
89596	863	4211	n	n	n	n	n	n	n	n
89597	863	4218	n	n	n	n	n	n	n	n
89598	863	4284	n	n	n	n	n	n	n	n
89599	863	4531	n	n	n	n	n	n	n	n
89600	863	4681	n	n	n	n	n	n	n	n
89601	863	4847	n	n	n	n	n	n	n	n
89602	863	4862	n	n	n	n	n	n	n	n
89603	863	4992	n	n	n	n	n	n	n	n
89604	863	5048	n	n	n	n	n	n	n	n
89605	863	5125	n	n	n	n	n	n	n	n
89606	863	5345	n	n	n	n	n	n	n	n
89607	863	5493	n	n	n	n	n	n	n	n
89608	863	5821	n	n	n	n	n	n	n	n
89609	863	5878	n	n	n	n	n	n	n	n
89610	863	6006	n	n	n	n	n	n	n	n
89611	863	6090	n	n	n	n	n	n	n	n
89612	863	6165	n	n	n	n	n	n	n	n
89613	863	6216	n	n	n	n	n	n	n	n
89614	863	6442	n	n	n	n	n	n	n	n
89615	863	6829	n	n	n	n	n	n	n	n
89616	863	7020	n	n	n	n	n	n	n	n
89617	863	7116	n	n	n	n	n	n	n	n
89618	863	7285	n	n	n	n	n	n	n	n
89619	863	7441	n	n	n	n	n	n	n	n
89620	863	7571	n	n	n	n	n	n	n	n
89621	863	7791	n	n	n	n	n	n	n	n
89622	863	7804	n	n	n	n	n	n	n	n
89623	863	8089	n	n	n	n	n	n	n	n
89624	863	8246	n	n	n	n	n	n	n	n
89625	863	8287	n	n	n	n	n	n	n	n
89626	863	8427	n	n	n	n	n	n	n	n
89627	863	8568	n	n	n	n	n	n	n	n
89628	863	8596	n	n	n	n	n	n	n	n
89629	863	8670	n	n	n	n	n	n	n	n
89630	863	8923	n	n	n	n	n	n	n	n
89631	863	9084	n	n	n	n	n	n	n	n
89632	863	9352	n	n	n	n	n	n	n	n
89633	863	9468	n	n	n	n	n	n	n	n
89634	863	9527	n	n	n	n	n	n	n	n
89635	863	9548	n	n	n	n	n	n	n	n
89636	863	9604	n	n	n	n	n	n	n	n
89637	863	9611	n	n	n	n	n	n	n	n
89638	863	9673	n	n	n	n	n	n	n	n
89639	863	9695	n	n	n	n	n	n	n	n
89640	863	9706	n	n	n	n	n	n	n	n
89641	863	9758	n	n	n	n	n	n	n	n
89642	863	9767	n	n	n	n	n	n	n	n
89643	863	9931	n	n	n	n	n	n	n	n
89644	864	119	y	n	n	y	y	y	n	y
89645	864	156	y	n	n	y	y	n	n	n
89646	864	417	y	n	n	y	n	n	n	n
89647	864	473	y	n	n	y	n	n	n	n
89648	864	528	y	n	n	y	n	n	n	n
89649	864	569	n	n	n	y	n	n	n	n
89650	864	577	n	n	n	y	n	n	n	n
89651	864	636	n	n	n	y	n	n	n	n
89652	864	808	n	n	n	n	n	n	n	n
89653	864	927	n	n	n	n	n	n	n	n
89654	864	1252	n	n	n	n	n	n	n	n
89655	864	1386	n	n	n	n	n	n	n	n
89656	864	1403	n	n	n	n	n	n	n	n
89657	864	1479	n	n	n	n	n	n	n	n
89658	864	1557	n	n	n	n	n	n	n	n
89659	864	1560	n	n	n	n	n	n	n	n
89660	864	1677	n	n	n	n	n	n	n	n
89661	864	1988	n	n	n	n	n	n	n	n
89662	864	1996	n	n	n	n	n	n	n	n
89663	864	2014	n	n	n	n	n	n	n	n
89664	864	2061	n	n	n	n	n	n	n	n
89665	864	2113	n	n	n	n	n	n	n	n
89666	864	2196	n	n	n	n	n	n	n	n
89667	864	2257	n	n	n	n	n	n	n	n
89668	864	2343	n	n	n	n	n	n	n	n
89669	864	2502	n	n	n	n	n	n	n	n
89670	864	2516	n	n	n	n	n	n	n	n
89671	864	2520	n	n	n	n	n	n	n	n
89672	864	2686	n	n	n	n	n	n	n	n
89673	864	2726	n	n	n	n	n	n	n	n
89674	864	2926	n	n	n	n	n	n	n	n
89675	864	3009	n	n	n	n	n	n	n	n
89676	864	3119	n	n	n	n	n	n	n	n
89677	864	3229	n	n	n	n	n	n	n	n
89678	864	3263	n	n	n	n	n	n	n	n
89679	864	3363	n	n	n	n	n	n	n	n
89680	864	3492	n	n	n	n	n	n	n	n
89681	864	3689	n	n	n	n	n	n	n	n
89682	864	3707	n	n	n	n	n	n	n	n
89683	864	3720	n	n	n	n	n	n	n	n
89684	864	3735	n	n	n	n	n	n	n	n
89685	864	3818	n	n	n	n	n	n	n	n
89686	864	3825	n	n	n	n	n	n	n	n
89687	864	3835	n	n	n	n	n	n	n	n
89688	864	4137	n	n	n	n	n	n	n	n
89689	864	4144	n	n	n	n	n	n	n	n
89690	864	4177	n	n	n	n	n	n	n	n
89691	864	4309	n	n	n	n	n	n	n	n
89692	864	4485	n	n	n	n	n	n	n	n
89693	864	4620	n	n	n	n	n	n	n	n
89694	864	4733	n	n	n	n	n	n	n	n
89695	864	4739	n	n	n	n	n	n	n	n
89696	864	4831	n	n	n	n	n	n	n	n
89697	864	4838	n	n	n	n	n	n	n	n
89698	864	4854	n	n	n	n	n	n	n	n
89699	864	4855	n	n	n	n	n	n	n	n
89700	864	4948	n	n	n	n	n	n	n	n
89701	864	5136	n	n	n	n	n	n	n	n
89702	864	5409	n	n	n	n	n	n	n	n
89703	864	5493	n	n	n	n	n	n	n	n
89704	864	5662	n	n	n	n	n	n	n	n
89705	864	5808	n	n	n	n	n	n	n	n
89706	864	5825	n	n	n	n	n	n	n	n
89707	864	6080	n	n	n	n	n	n	n	n
89708	864	6138	n	n	n	n	n	n	n	n
89709	864	6281	n	n	n	n	n	n	n	n
89710	864	6481	n	n	n	n	n	n	n	n
89711	864	6506	n	n	n	n	n	n	n	n
89712	864	6537	n	n	n	n	n	n	n	n
89713	864	6541	n	n	n	n	n	n	n	n
89714	864	6558	n	n	n	n	n	n	n	n
89715	864	6908	n	n	n	n	n	n	n	n
89716	864	7029	n	n	n	n	n	n	n	n
89717	864	7098	n	n	n	n	n	n	n	n
89718	864	7223	n	n	n	n	n	n	n	n
89719	864	7244	n	n	n	n	n	n	n	n
89720	864	7267	n	n	n	n	n	n	n	n
89721	864	7353	n	n	n	n	n	n	n	n
89722	864	7400	n	n	n	n	n	n	n	n
89723	864	7493	n	n	n	n	n	n	n	n
89724	864	7578	n	n	n	n	n	n	n	n
89725	864	7775	n	n	n	n	n	n	n	n
89726	864	7839	n	n	n	n	n	n	n	n
89727	864	7849	n	n	n	n	n	n	n	n
89728	864	7882	n	n	n	n	n	n	n	n
89729	864	8107	n	n	n	n	n	n	n	n
89730	864	8336	n	n	n	n	n	n	n	n
89731	864	8471	n	n	n	n	n	n	n	n
89732	864	8490	n	n	n	n	n	n	n	n
89733	864	8952	n	n	n	n	n	n	n	n
89734	864	9129	n	n	n	n	n	n	n	n
89735	864	9204	n	n	n	n	n	n	n	n
89736	864	9266	n	n	n	n	n	n	n	n
89737	864	9775	n	n	n	n	n	n	n	n
89738	864	9833	n	n	n	n	n	n	n	n
89739	864	9938	n	n	n	n	n	n	n	n
89740	864	9973	n	n	n	n	n	n	n	n
89741	865	13	n	y	y	y	n	y	y	n
89742	865	28	n	y	y	n	n	y	y	n
89743	865	118	n	n	y	n	n	y	n	n
89744	865	228	n	n	y	n	n	y	n	n
89745	865	445	n	n	y	n	n	y	n	n
89746	865	585	n	n	y	n	n	y	n	n
89747	865	679	n	n	y	n	n	n	n	n
89748	865	698	n	n	y	n	n	n	n	n
89749	865	1016	n	n	y	n	n	n	n	n
89750	865	1129	n	n	y	n	n	n	n	n
89751	865	1203	n	n	y	n	n	n	n	n
89752	865	1208	n	n	y	n	n	n	n	n
89753	865	1402	n	n	y	n	n	n	n	n
89754	865	1433	n	n	n	n	n	n	n	n
89755	865	1468	n	n	n	n	n	n	n	n
89756	865	1497	n	n	n	n	n	n	n	n
89757	865	1585	n	n	n	n	n	n	n	n
89758	865	1718	n	n	n	n	n	n	n	n
89759	865	1947	n	n	n	n	n	n	n	n
89760	865	1986	n	n	n	n	n	n	n	n
89761	865	2213	n	n	n	n	n	n	n	n
89762	865	2329	n	n	n	n	n	n	n	n
89763	865	2461	n	n	n	n	n	n	n	n
89764	865	2555	n	n	n	n	n	n	n	n
89765	865	2613	n	n	n	n	n	n	n	n
89766	865	2754	n	n	n	n	n	n	n	n
89767	865	3638	n	n	n	n	n	n	n	n
89768	865	3672	n	n	n	n	n	n	n	n
89769	865	3676	n	n	n	n	n	n	n	n
89770	865	3834	n	n	n	n	n	n	n	n
89771	865	3889	n	n	n	n	n	n	n	n
89772	865	3962	n	n	n	n	n	n	n	n
89773	865	4152	n	n	n	n	n	n	n	n
89774	865	4162	n	n	n	n	n	n	n	n
89775	865	4233	n	n	n	n	n	n	n	n
89776	865	4440	n	n	n	n	n	n	n	n
89777	865	4512	n	n	n	n	n	n	n	n
89778	865	4615	n	n	n	n	n	n	n	n
89779	865	4740	n	n	n	n	n	n	n	n
89780	865	4747	n	n	n	n	n	n	n	n
89781	865	4860	n	n	n	n	n	n	n	n
89782	865	5106	n	n	n	n	n	n	n	n
89783	865	5238	n	n	n	n	n	n	n	n
89784	865	5244	n	n	n	n	n	n	n	n
89785	865	5305	n	n	n	n	n	n	n	n
89786	865	5343	n	n	n	n	n	n	n	n
89787	865	5347	n	n	n	n	n	n	n	n
89788	865	5388	n	n	n	n	n	n	n	n
89789	865	5558	n	n	n	n	n	n	n	n
89790	865	5575	n	n	n	n	n	n	n	n
89791	865	5612	n	n	n	n	n	n	n	n
89792	865	6004	n	n	n	n	n	n	n	n
89793	865	6021	n	n	n	n	n	n	n	n
89794	865	6032	n	n	n	n	n	n	n	n
89795	865	6344	n	n	n	n	n	n	n	n
89796	865	6423	n	n	n	n	n	n	n	n
89797	865	6600	n	n	n	n	n	n	n	n
89798	865	6673	n	n	n	n	n	n	n	n
89799	865	6797	n	n	n	n	n	n	n	n
89800	865	6820	n	n	n	n	n	n	n	n
89801	865	6947	n	n	n	n	n	n	n	n
89802	865	7196	n	n	n	n	n	n	n	n
89803	865	7291	n	n	n	n	n	n	n	n
89804	865	7301	n	n	n	n	n	n	n	n
89805	865	7428	n	n	n	n	n	n	n	n
89806	865	7450	n	n	n	n	n	n	n	n
89807	865	7480	n	n	n	n	n	n	n	n
89808	865	7542	n	n	n	n	n	n	n	n
89809	865	7684	n	n	n	n	n	n	n	n
89810	865	7697	n	n	n	n	n	n	n	n
89811	865	7708	n	n	n	n	n	n	n	n
89812	865	7709	n	n	n	n	n	n	n	n
89813	865	7778	n	n	n	n	n	n	n	n
89814	865	7871	n	n	n	n	n	n	n	n
89815	865	8030	n	n	n	n	n	n	n	n
89816	865	8310	n	n	n	n	n	n	n	n
89817	865	8341	n	n	n	n	n	n	n	n
89818	865	8430	n	n	n	n	n	n	n	n
89819	865	8439	n	n	n	n	n	n	n	n
89820	865	8616	n	n	n	n	n	n	n	n
89821	865	8727	n	n	n	n	n	n	n	n
89822	865	8961	n	n	n	n	n	n	n	n
89823	865	8986	n	n	n	n	n	n	n	n
89824	865	9165	n	n	n	n	n	n	n	n
89825	865	9322	n	n	n	n	n	n	n	n
89826	865	9513	n	n	n	n	n	n	n	n
89827	865	9602	n	n	n	n	n	n	n	n
89828	865	9604	n	n	n	n	n	n	n	n
89829	865	9666	n	n	n	n	n	n	n	n
89830	865	9738	n	n	n	n	n	n	n	n
89831	865	9853	n	n	n	n	n	n	n	n
89832	865	9888	n	n	n	n	n	n	n	n
89833	866	52	y	y	y	n	n	y	y	n
89834	866	375	y	n	y	n	n	y	y	n
89835	866	392	n	n	y	n	n	n	n	n
89836	866	417	n	n	n	n	n	n	n	n
89837	866	427	n	n	n	n	n	n	n	n
89838	866	428	n	n	n	n	n	n	n	n
89839	866	455	n	n	n	n	n	n	n	n
89840	866	644	n	n	n	n	n	n	n	n
89841	866	746	n	n	n	n	n	n	n	n
89842	866	821	n	n	n	n	n	n	n	n
89843	866	924	n	n	n	n	n	n	n	n
89844	866	959	n	n	n	n	n	n	n	n
89845	866	1021	n	n	n	n	n	n	n	n
89846	866	1143	n	n	n	n	n	n	n	n
89847	866	1151	n	n	n	n	n	n	n	n
89848	866	1172	n	n	n	n	n	n	n	n
89849	866	1174	n	n	n	n	n	n	n	n
89850	866	1337	n	n	n	n	n	n	n	n
